#PMW Filter Profile
# wavelength [um]   transmission 
#----------------- --------------
199.3975229561330  3.1297300e-06
199.1973258554940  3.8728322e-06
198.9975199103360  3.9038446e-06
198.7981237471100  3.6426602e-06
198.5991373658180  2.6999257e-06
198.4005421400070  2.8110194e-06
198.2023380696770  3.3510269e-06
198.0045251548290  2.9840955e-06
197.8071220219140  2.8801578e-06
197.6100914180280  3.5936155e-06
197.4134705960750  2.3683820e-06
197.2172409296040  2.0592977e-06
197.0214024186130  4.1302246e-06
196.8259364366530  4.0821042e-06
196.6308616101740  2.3522357e-06
196.4361779391770  2.2942181e-06
196.2418854236600  2.0645045e-06
196.0479654371740  2.5429599e-06
195.8544366061690  2.5370318e-06
195.6612803041930  2.4293681e-06
195.4685151577000  3.3578660e-06
195.2761225402360  3.1923182e-06
195.0841024518010  2.3311306e-06
194.8924735188480  2.5138861e-06
194.7012357413770  3.8454668e-06
194.5103332400320  3.2974037e-06
194.3198218941690  2.6964092e-06
194.1296830773350  3.4676877e-06
193.9399167895320  2.5370355e-06
193.7505230307580  1.6392428e-06
193.5615204274650  1.9400361e-06
193.3728531003000  2.3574919e-06
193.1845583021640  2.4659294e-06
192.9966360330580  2.2602380e-06
192.8090862929820  1.9156732e-06
192.6218904554840  1.7617047e-06
192.4350485205650  1.1703436e-06
192.2485977411270  5.5768476e-07
192.0624822378160  5.0474068e-07
191.8767392635350  7.9435472e-07
191.6913501918320  9.4634885e-07
191.5063150227070  8.3375414e-07
191.3216523826120  1.0330562e-06
191.1373436450960  1.3680818e-06
190.9533701837060  1.3063155e-06
190.7697692513470  1.1225357e-06
190.5865035951140  6.6736317e-07
190.4035918414590  2.9502862e-08
190.2210339903830  7.2483988e-07
190.0388300418850  3.2898069e-07
189.8569986224170 -5.8392425e-07
189.6754838526250  1.4169314e-06
189.4943229854110  2.3365578e-06
189.3134973943230  1.9348681e-06
189.1330257058140  1.3254748e-06
188.9529079198840  1.4378643e-06
188.7731254100800  1.2389817e-06
188.5936968028550  1.0330286e-06
188.4145848453040  1.5378932e-06
188.2358267903330  1.0066603e-06
188.0574040114880  1.3376277e-06
187.8793165087700  1.6337873e-06
187.7015829086300  1.0073368e-06
187.5241659581660  1.1891377e-06
187.3470842838290  1.7644097e-06
187.1703378856180  1.3038039e-06
186.9939267635350  8.5194125e-07
186.8178509175780  6.2937039e-07
186.6420917212960  4.5196043e-07
186.4667050540450  1.0976911e-06
186.2916164100170  1.7389973e-06
186.1168444156650  2.4738958e-06
185.9424263238910  2.9438993e-06
185.7683062553410  3.3806098e-06
185.5945400893690  3.5279354e-06
185.4210905730720  3.3153806e-06
185.2479577064510  2.7643916e-06
185.0751601159570  1.9482236e-06
184.9026605486870  2.0973198e-06
184.7304962575440  1.8297225e-06
184.5586672425270  1.2645156e-06
184.3871362507340  2.0838281e-06
184.2159405350690  2.4757421e-06
184.0450614690780  1.5758154e-06
183.8744804263110  1.5171967e-06
183.7042160332200  2.4526626e-06
183.5342869162560  2.9240957e-06
183.3646558225150  2.5302002e-06
183.1953600049020  1.8892824e-06
183.0263622105120  2.1371329e-06
182.8576624393460  2.4023243e-06
182.6892793178560  1.7123035e-06
182.5212128460410  1.7785064e-06
182.3534630239010  1.7586871e-06
182.1860112249850  1.5522310e-06
182.0188760757450  1.3610951e-06
181.8520389497280  9.4618315e-07
181.6854998469350  8.4054807e-07
181.5192773938180  1.1059706e-06
181.3533529639240  1.0904323e-06
181.1877265572550  9.3218591e-07
181.0224168002610  1.1252425e-06
180.8574050664900  1.2387997e-06
180.6926913559440  1.2704445e-06
180.5282756686210  1.2038923e-06
180.3641580045220  1.1406589e-06
180.2003383636470  1.7569265e-06
180.0368167459960  1.9489648e-06
179.8735931515690  1.6915111e-06
179.7106675803660  1.5242373e-06
179.5480214059350  1.4634687e-06
179.3856918811800  1.2957487e-06
179.2236417531970  1.3317325e-06
179.0618896484380  1.0779270e-06
178.9004355669020  5.5336375e-07
178.7392608821390  1.4470328e-06
178.5783655941490  1.9166457e-06
178.4177869558330  2.1903365e-06
178.2574690878390  2.3277146e-06
178.0974492430690  1.6806155e-06
177.9377460479740  2.0403140e-06
177.7783036231990  2.4537239e-06
177.6191405951980  1.6234927e-06
177.4602569639680  1.8646931e-06
177.3016713559630  2.3241196e-06
177.1433651447300  2.1083017e-06
176.9853569567200  2.0020082e-06
176.8276095390320  1.4073853e-06
176.6701415181160  1.4454556e-06
176.5129715204240  1.5345692e-06
176.3560622930530  1.4198965e-06
176.1994510889050  1.6449329e-06
176.0431006550790  1.5404499e-06
175.8870482444760  9.0503818e-07
175.7312566041950  9.0107017e-07
175.5757257342340  1.4370296e-06
175.4204928874970  1.4337153e-06
175.2655208110810  1.3775789e-06
175.1108281314370  1.2662643e-06
174.9564334750180  1.2112469e-06
174.8022809624670  1.3624067e-06
174.6484078466890  1.1467811e-06
174.4947955012320  1.0549867e-06
174.3414625525470  1.6382759e-06
174.1883903741840  1.6166772e-06
174.0355975925920  1.7610345e-06
173.8830655813220  2.1627250e-06
173.7308129668240  2.2892266e-06
173.5788211226460  2.1187195e-06
173.4270900487900  2.0587302e-06
173.2756197452550  2.4407859e-06
173.1244102120400  2.4519647e-06
172.9734800755980  2.8977074e-06
172.8228107094760  2.8842278e-06
172.6724021136760  2.8354968e-06
172.5222542881970  2.8836696e-06
172.3723486065860  2.3863063e-06
172.2227223217490  1.9465706e-06
172.0733754336830  2.0569562e-06
171.9242520630360  1.9529361e-06
171.7754080891610  1.3751918e-06
171.6268062591550  1.8206248e-06
171.4784651994710  1.7642150e-06
171.3303849101070  1.8115220e-06
171.1825467646120  1.7374097e-06
171.0349880158900  1.0989392e-06
170.8876714110370  1.5504410e-06
170.7406155765060  1.6085174e-06
170.5938018858430  1.1751514e-06
170.4472303390500  1.4480947e-06
170.3009381890300  1.5275671e-06
170.1548881828780  9.9345016e-07
170.0090803205970  9.6373003e-07
169.8635146021840  1.2282486e-06
169.7182096540930  1.2321811e-06
169.5731468498710  1.2816823e-06
169.4283448159690  1.2303180e-06
169.2837662994860  1.2263731e-06
169.1394671797750  1.2497144e-06
168.9953915774820  1.1623234e-06
168.8515581190590  1.1899663e-06
168.7079854309560  1.4626613e-06
168.5646548867230  2.0279590e-06
168.4215478599070  2.3588454e-06
168.2787016034130  1.8092024e-06
168.1360974907880  2.1952301e-06
167.9937355220320  2.8712832e-06
167.8515970706940  2.6756825e-06
167.7097193896770  2.5040954e-06
167.5680652260780  2.6546152e-06
167.4266532063480  2.9142668e-06
167.2855019569400  2.7023921e-06
167.1445555984970  3.0942044e-06
167.0038700103760  2.8318611e-06
166.8634079396720  2.6006503e-06
166.7231880128380  2.5763354e-06
166.5831916034220  2.2580039e-06
166.4434559643270  2.5485840e-06
166.3039438426490  2.5498773e-06
166.1646552383900  1.8942735e-06
166.0256087780000  1.4384741e-06
165.8867858350280  1.4125582e-06
165.7482050359250  1.5912486e-06
165.6098477542400  1.2567248e-06
165.4717326164250  1.2683022e-06
165.3338409960270  1.4460664e-06
165.1961728930470  1.7332079e-06
165.0587283074860  2.0781383e-06
164.9215258657930  1.5607268e-06
164.7845469415190  1.5590869e-06
164.6478101611140  1.6994495e-06
164.5112782716750  1.4500187e-06
164.3749698996540  1.8400336e-06
164.2389036715030  2.4988026e-06
164.1030609607700  2.7238616e-06
163.9674417674540  3.7932937e-06
163.8320460915570  4.0310283e-06
163.6968739330770  2.7273186e-06
