#lambda  transmission
      10.6752  8.94622e-10
      10.6781  9.68087e-10
      10.6809  1.02872e-09
      10.6838  1.07360e-09
      10.6866  1.10178e-09
      10.6895  1.11665e-09
      10.6923  1.12563e-09
      10.6952  1.13411e-09
      10.6980  1.13931e-09
      10.7009  1.13786e-09
      10.7038  1.12356e-09
      10.7066  1.09871e-09
      10.7095  1.06981e-09
      10.7124  1.03953e-09
      10.7152  1.00901e-09
      10.7181  9.79754e-10
      10.7210  9.54320e-10
      10.7239  9.34142e-10
      10.7267  9.10724e-10
      10.7296  8.85612e-10
      10.7325  8.62016e-10
      10.7354  8.37627e-10
      10.7383  8.13257e-10
      10.7411  7.88488e-10
      10.7440  7.64588e-10
      10.7469  7.44697e-10
      10.7498  7.26830e-10
      10.7527  7.07332e-10
      10.7556  6.85626e-10
      10.7585  6.60961e-10
      10.7614  6.36677e-10
      10.7643  6.16887e-10
      10.7672  5.97599e-10
      10.7701  5.78846e-10
      10.7730  5.63851e-10
      10.7759  5.49841e-10
      10.7788  5.33865e-10
      10.7817  5.16300e-10
      10.7846  4.99106e-10
      10.7875  4.85188e-10
      10.7904  4.72419e-10
      10.7933  4.58013e-10
      10.7962  4.40621e-10
      10.7991  4.22590e-10
      10.8021  4.06830e-10
      10.8050  3.92139e-10
      10.8079  3.79864e-10
      10.8108  3.70704e-10
      10.8137  3.60913e-10
      10.8167  3.49661e-10
      10.8196  3.39016e-10
      10.8225  3.28684e-10
      10.8254  3.18956e-10
      10.8284  3.09089e-10
      10.8313  2.99697e-10
      10.8342  2.92037e-10
      10.8372  2.85139e-10
      10.8401  2.77477e-10
      10.8430  2.69205e-10
      10.8460  2.61185e-10
      10.8489  2.53135e-10
      10.8519  2.44998e-10
      10.8548  2.37771e-10
      10.8578  2.32165e-10
      10.8607  2.27467e-10
      10.8637  2.22625e-10
      10.8666  2.17429e-10
      10.8696  2.11782e-10
      10.8725  2.05755e-10
      10.8755  2.00252e-10
      10.8784  1.95631e-10
      10.8814  1.92346e-10
      10.8844  1.89622e-10
      10.8873  1.85826e-10
      10.8903  1.81500e-10
      10.8932  1.77994e-10
      10.8962  1.75412e-10
      10.8992  1.72427e-10
      10.9022  1.68977e-10
      10.9051  1.65961e-10
      10.9081  1.62781e-10
      10.9111  1.59236e-10
      10.9141  1.55714e-10
      10.9170  1.52750e-10
      10.9200  1.50551e-10
      10.9230  1.48945e-10
      10.9260  1.48260e-10
      10.9290  1.49279e-10
      10.9319  1.50635e-10
      10.9349  1.51049e-10
      10.9379  1.51610e-10
      10.9409  1.52599e-10
      10.9439  1.53041e-10
      10.9469  1.50524e-10
      10.9499  1.46610e-10
      10.9529  1.45738e-10
      10.9559  1.46227e-10
      10.9589  1.46062e-10
      10.9619  1.46129e-10
      10.9649  1.46771e-10
      10.9679  1.47446e-10
      10.9709  1.47209e-10
      10.9739  1.46505e-10
      10.9769  1.47122e-10
      10.9800  1.48632e-10
      10.9830  1.50277e-10
      10.9860  1.51500e-10
      10.9890  1.53444e-10
      10.9920  1.56108e-10
      10.9951  1.58311e-10
      10.9981  1.59716e-10
      11.0011  1.59904e-10
      11.0041  1.58876e-10
      11.0072  1.56770e-10
      11.0102  1.53562e-10
      11.0132  1.49861e-10
      11.0162  1.46165e-10
      11.0193  1.42629e-10
      11.0223  1.38922e-10
      11.0254  1.33688e-10
      11.0284  1.27243e-10
      11.0314  1.21105e-10
      11.0345  1.14935e-10
      11.0375  1.07011e-10
      11.0406  9.65683e-11
      11.0436  8.60768e-11
      11.0467  7.67183e-11
      11.0497  6.83232e-11
      11.0528  5.95704e-11
      11.0558  5.06331e-11
      11.0589  4.19712e-11
      11.0619  3.35627e-11
      11.0650  2.55383e-11
      11.0681  1.91258e-11
      11.0711  1.41466e-11
      11.0742  9.97887e-12
      11.0773  6.72449e-12
      11.0803  4.37231e-12
      11.0834  2.73100e-12
      11.0865  1.63962e-12
      11.0895  9.53054e-13
      11.0926  5.45127e-13
      11.0957  3.11637e-13
      11.0988  1.82701e-13
      11.1019  1.12030e-13
      11.1049  7.41007e-14
      11.1080  5.33567e-14
      11.1111  4.17458e-14
      11.1142  3.49858e-14
      11.1173  3.21717e-14
      11.1204  3.27861e-14
      11.1235  3.70235e-14
      11.1266  4.51897e-14
      11.1297  5.89939e-14
      11.1328  8.15120e-14
      11.1359  1.17162e-13
      11.1390  1.72217e-13
      11.1421  2.48876e-13
      11.1452  3.56937e-13
      11.1483  5.30623e-13
      11.1514  7.93338e-13
      11.1545  1.17328e-12
      11.1576  1.76107e-12
      11.1607  2.69590e-12
      11.1638  4.15183e-12
      11.1669  6.42194e-12
      11.1701  9.67485e-12
      11.1732  1.40143e-11
      11.1763  1.95587e-11
      11.1794  2.64392e-11
      11.1826  3.46609e-11
      11.1857  4.43016e-11
      11.1888  5.53595e-11
      11.1919  6.71092e-11
      11.1951  7.92067e-11
      11.1982  9.20566e-11
      11.2013  1.04873e-10
      11.2045  1.16698e-10
      11.2076  1.27393e-10
      11.2108  1.36947e-10
      11.2139  1.45786e-10
      11.2170  1.54424e-10
      11.2202  1.62826e-10
      11.2233  1.69620e-10
      11.2265  1.74302e-10
      11.2296  1.78155e-10
      11.2328  1.83354e-10
      11.2360  1.88949e-10
      11.2391  1.93258e-10
      11.2423  1.97553e-10
      11.2454  2.02974e-10
      11.2486  2.10181e-10
      11.2518  2.19027e-10
      11.2549  2.28730e-10
      11.2581  2.37843e-10
      11.2613  2.46183e-10
      11.2644  2.54797e-10
      11.2676  2.63356e-10
      11.2708  2.71206e-10
      11.2740  2.79063e-10
      11.2771  2.86902e-10
      11.2803  2.94224e-10
      11.2835  3.01906e-10
      11.2867  3.08637e-10
      11.2899  3.13239e-10
      11.2931  3.20964e-10
      11.2962  3.33110e-10
      11.2994  3.47527e-10
      11.3026  3.58752e-10
      11.3058  3.64558e-10
      11.3090  3.70820e-10
      11.3122  3.77613e-10
      11.3154  3.83248e-10
      11.3186  3.90962e-10
      11.3218  3.99367e-10
      11.3250  4.03983e-10
      11.3282  4.09278e-10
      11.3314  4.18073e-10
      11.3347  4.28864e-10
      11.3379  4.40864e-10
      11.3411  4.52511e-10
      11.3443  4.65233e-10
      11.3475  4.79248e-10
      11.3507  4.93189e-10
      11.3540  5.08873e-10
      11.3572  5.26293e-10
      11.3604  5.42310e-10
      11.3636  5.53153e-10
      11.3669  5.57771e-10
      11.3701  5.63844e-10
      11.3733  5.75234e-10
      11.3766  5.88490e-10
      11.3798  5.98695e-10
      11.3830  6.02784e-10
      11.3863  6.01744e-10
      11.3895  6.00771e-10
      11.3928  6.05535e-10
      11.3960  6.11951e-10
      11.3993  6.18502e-10
      11.4025  6.24671e-10
      11.4058  6.28149e-10
      11.4090  6.28127e-10
      11.4123  6.28804e-10
      11.4155  6.28781e-10
      11.4188  6.26101e-10
      11.4220  6.28677e-10
      11.4253  6.35542e-10
      11.4286  6.36352e-10
      11.4318  6.33699e-10
      11.4351  6.33520e-10
      11.4384  6.38305e-10
      11.4416  6.46062e-10
      11.4449  6.53912e-10
      11.4482  6.55954e-10
      11.4515  6.55177e-10
      11.4548  6.62422e-10
      11.4580  6.75124e-10
      11.4613  6.84200e-10
      11.4646  6.86354e-10
      11.4679  6.80602e-10
      11.4712  6.69410e-10
      11.4745  6.64745e-10
      11.4778  6.65113e-10
      11.4811  6.57978e-10
      11.4844  6.48383e-10
      11.4877  6.44760e-10
      11.4910  6.48562e-10
      11.4943  6.47978e-10
      11.4976  6.32845e-10
      11.5009  6.15863e-10
      11.5042  6.02975e-10
      11.5075  5.90860e-10
      11.5108  5.82918e-10
      11.5141  5.79707e-10
      11.5174  5.73829e-10
      11.5207  5.65346e-10
      11.5241  5.57554e-10
      11.5274  5.53030e-10
      11.5307  5.49294e-10
      11.5340  5.39462e-10
      11.5374  5.27137e-10
      11.5407  5.17551e-10
      11.5440  5.13275e-10
      11.5473  5.11144e-10
      11.5507  5.06889e-10
      11.5540  5.02006e-10
      11.5574  4.95765e-10
      11.5607  4.85315e-10
      11.5640  4.70099e-10
      11.5674  4.52865e-10
      11.5707  4.38492e-10
      11.5741  4.25851e-10
      11.5774  4.14445e-10
      11.5808  4.04674e-10
      11.5841  3.94762e-10
      11.5875  3.81599e-10
      11.5908  3.70953e-10
      11.5942  3.66067e-10
      11.5976  3.59304e-10
      11.6009  3.48586e-10
      11.6043  3.34863e-10
      11.6077  3.18200e-10
      11.6110  3.01818e-10
      11.6144  2.91070e-10
      11.6178  2.83550e-10
      11.6212  2.74856e-10
      11.6245  2.61650e-10
      11.6279  2.48653e-10
      11.6313  2.41812e-10
      11.6347  2.37097e-10
      11.6381  2.31129e-10
      11.6414  2.22957e-10
      11.6448  2.14678e-10
      11.6482  2.07539e-10
      11.6516  2.00805e-10
      11.6550  1.96151e-10
      11.6584  1.94714e-10
      11.6618  1.92728e-10
      11.6652  1.89246e-10
      11.6686  1.85450e-10
      11.6720  1.81288e-10
      11.6754  1.77312e-10
      11.6788  1.74968e-10
      11.6822  1.72522e-10
      11.6857  1.67931e-10
      11.6891  1.61309e-10
      11.6925  1.53817e-10
      11.6959  1.47241e-10
      11.6993  1.42609e-10
      11.7028  1.39591e-10
      11.7062  1.36614e-10
      11.7096  1.31230e-10
      11.7130  1.22734e-10
      11.7165  1.15546e-10
      11.7199  1.10658e-10
      11.7233  1.05894e-10
      11.7268  1.00255e-10
      11.7302  9.37723e-11
      11.7336  8.76051e-11
      11.7371  8.33013e-11
      11.7405  8.12379e-11
      11.7440  7.78782e-11
      11.7474  7.32230e-11
      11.7509  7.01780e-11
      11.7543  6.74507e-11
      11.7578  6.38059e-11
      11.7612  6.04173e-11
      11.7647  5.72957e-11
      11.7682  5.42326e-11
      11.7716  5.11581e-11
      11.7751  4.76349e-11
      11.7786  4.35898e-11
      11.7820  3.98295e-11
      11.7855  3.62944e-11
      11.7890  3.19080e-11
      11.7925  2.76688e-11
      11.7959  2.45823e-11
      11.7994  2.19855e-11
      11.8029  1.95189e-11
      11.8064  1.71514e-11
      11.8099  1.45567e-11
      11.8133  1.17646e-11
      11.8168  9.21084e-12
      11.8203  7.08690e-12
      11.8238  5.38031e-12
      11.8273  3.96477e-12
      11.8308  2.78872e-12
      11.8343  1.84714e-12
      11.8378  1.11975e-12
      11.8413  6.15301e-13
      11.8448  3.26979e-13
      11.8483  1.65943e-13
      11.8519  7.70358e-14
      11.8554  3.12486e-14
      11.8589  1.13545e-14
      11.8624  4.30971e-15
      11.8659  1.50006e-15
      11.8694  3.91094e-16
      11.8730  7.46273e-17
      11.8765  1.03290e-17
      11.8800  2.76828e-19
      11.8835  5.06782e-20
      11.8871  1.07852e-21
      11.8906  4.91480e-20
      11.8941  4.65841e-21
      11.8977  1.39029e-23
      11.9012  2.21362e-22
      11.9048  1.41826e-21
      11.9083  1.23335e-21
      11.9119  5.85313e-18
      11.9154  2.83928e-16
      11.9190  3.11349e-15
      11.9225  1.86714e-14
      11.9261  7.58823e-14
      11.9296  2.36944e-13
      11.9332  6.08612e-13
      11.9367  1.31222e-12
      11.9403  2.35439e-12
      11.9439  3.62877e-12
      11.9474  5.05877e-12
      11.9510  6.70774e-12
      11.9546  8.62626e-12
      11.9581  1.10249e-11
      11.9617  1.36791e-11
      11.9653  1.62169e-11
      11.9689  1.89989e-11
      11.9725  2.20386e-11
      11.9760  2.46283e-11
      11.9796  2.67811e-11
      11.9832  2.91194e-11
      11.9868  3.26762e-11
      11.9904  3.66689e-11
      11.9940  3.96521e-11
      11.9976  4.20941e-11
      12.0012  4.45982e-11
      12.0048  4.73734e-11
      12.0084  5.03206e-11
      12.0120  5.34171e-11
      12.0156  5.71962e-11
      12.0192  6.15859e-11
      12.0228  6.65436e-11
      12.0265  7.12301e-11
      12.0301  7.55072e-11
      12.0337  7.98139e-11
      12.0373  8.32477e-11
      12.0409  8.60340e-11
      12.0446  9.06213e-11
      12.0482  9.57259e-11
      12.0518  9.87193e-11
      12.0555  1.00486e-10
      12.0591  1.02526e-10
      12.0627  1.05993e-10
      12.0664  1.10805e-10
      12.0700  1.16182e-10
      12.0736  1.20886e-10
      12.0773  1.24597e-10
      12.0809  1.28100e-10
      12.0846  1.32660e-10
      12.0882  1.37019e-10
      12.0919  1.38287e-10
      12.0956  1.40065e-10
      12.0992  1.45954e-10
      12.1029  1.54883e-10
      12.1065  1.62870e-10
      12.1102  1.66497e-10
      12.1139  1.68132e-10
      12.1175  1.70043e-10
      12.1212  1.73462e-10
      12.1249  1.77054e-10
      12.1286  1.79633e-10
      12.1322  1.81974e-10
      12.1359  1.87189e-10
      12.1396  1.97299e-10
      12.1433  2.07201e-10
      12.1470  2.13141e-10
      12.1507  2.15500e-10
      12.1544  2.18049e-10
      12.1581  2.23336e-10
      12.1618  2.31616e-10
      12.1655  2.37973e-10
      12.1692  2.38910e-10
      12.1729  2.40962e-10
      12.1766  2.45771e-10
      12.1803  2.50410e-10
      12.1840  2.51120e-10
      12.1877  2.47025e-10
      12.1914  2.44211e-10
      12.1951  2.42986e-10
      12.1988  2.41277e-10
      12.2026  2.41171e-10
      12.2063  2.41120e-10
      12.2100  2.37706e-10
      12.2137  2.34513e-10
      12.2175  2.32821e-10
      12.2212  2.31567e-10
      12.2249  2.28161e-10
      12.2287  2.20977e-10
      12.2324  2.14739e-10
      12.2362  2.10230e-10
      12.2399  2.04349e-10
      12.2436  1.94632e-10
      12.2474  1.82040e-10
      12.2511  1.72957e-10
      12.2549  1.67147e-10
      12.2587  1.60244e-10
      12.2624  1.47654e-10
      12.2662  1.29722e-10
      12.2699  1.10826e-10
      12.2737  9.39801e-11
      12.2775  7.99504e-11
      12.2812  6.77374e-11
      12.2850  5.43397e-11
      12.2888  4.03244e-11
      12.2926  2.97362e-11
      12.2963  2.26284e-11
      12.3001  1.66663e-11
      12.3039  1.14408e-11
      12.3077  7.30387e-12
      12.3115  4.60680e-12
      12.3153  2.77177e-12
      12.3191  1.48080e-12
      12.3229  7.38232e-13
      12.3267  3.72304e-13
      12.3305  2.01974e-13
      12.3343  1.25363e-13
      12.3381  9.14582e-14
      12.3419  7.66096e-14
      12.3457  6.06322e-14
      12.3495  4.15320e-14
      12.3533  4.51220e-14
      12.3571  6.98030e-14
      12.3609  9.34981e-14
      12.3648  1.35563e-13
      12.3686  2.37212e-13
      12.3724  4.26603e-13
      12.3762  7.47366e-13
      12.3801  1.26221e-12
      12.3839  2.02965e-12
      12.3877  3.14905e-12
      12.3916  4.77570e-12
      12.3954  7.20635e-12
      12.3993  1.04757e-11
      12.4031  1.34971e-11
      12.4069  1.60244e-11
      12.4108  1.94678e-11
      12.4146  2.55675e-11
      12.4185  3.49075e-11
      12.4224  4.55834e-11
      12.4262  5.61515e-11
      12.4301  6.73499e-11
      12.4339  8.27265e-11
      12.4378  1.01856e-10
      12.4417  1.21476e-10
      12.4456  1.42420e-10
      12.4494  1.63777e-10
      12.4533  1.82332e-10
      12.4572  2.01197e-10
      12.4611  2.21739e-10
      12.4649  2.37441e-10
      12.4688  2.51491e-10
      12.4727  2.70680e-10
      12.4766  2.92705e-10
      12.4805  3.12891e-10
      12.4844  3.26626e-10
      12.4883  3.38821e-10
      12.4922  3.53257e-10
      12.4961  3.66156e-10
      12.5000  3.78401e-10
      12.5039  3.93720e-10
      12.5078  4.18927e-10
      12.5117  4.52173e-10
      12.5156  4.81488e-10
      12.5196  5.02641e-10
      12.5235  5.13428e-10
      12.5274  5.10947e-10
      12.5313  5.08990e-10
      12.5353  5.22201e-10
      12.5392  5.36302e-10
      12.5431  5.40211e-10
      12.5471  5.33708e-10
      12.5510  5.25138e-10
      12.5549  5.21655e-10
      12.5589  5.23414e-10
      12.5628  5.37438e-10
      12.5668  5.66880e-10
      12.5707  5.91203e-10
      12.5747  6.03631e-10
      12.5786  6.13219e-10
      12.5826  6.29682e-10
      12.5865  6.54133e-10
      12.5905  6.73513e-10
      12.5945  6.97607e-10
      12.5984  7.43195e-10
      12.6024  7.93695e-10
      12.6064  8.41819e-10
      12.6103  8.94902e-10
      12.6143  9.54112e-10
      12.6183  1.01611e-09
      12.6223  1.07364e-09
      12.6263  1.12562e-09
      12.6302  1.17530e-09
      12.6342  1.22462e-09
      12.6382  1.28078e-09
      12.6422  1.33292e-09
      12.6462  1.35675e-09
      12.6502  1.34911e-09
      12.6542  1.36115e-09
      12.6582  1.40024e-09
      12.6622  1.44484e-09
      12.6662  1.47844e-09
      12.6703  1.49271e-09
      12.6743  1.49480e-09
      12.6783  1.50553e-09
      12.6823  1.53526e-09
      12.6863  1.57026e-09
      12.6904  1.62572e-09
      12.6944  1.71828e-09
      12.6984  1.80787e-09
      12.7024  1.88304e-09
      12.7065  1.96308e-09
      12.7105  2.03186e-09
      12.7146  2.08062e-09
      12.7186  2.13766e-09
      12.7226  2.22457e-09
      12.7267  2.33973e-09
      12.7307  2.43707e-09
      12.7348  2.50818e-09
      12.7389  2.59358e-09
      12.7429  2.70771e-09
      12.7470  2.83739e-09
      12.7510  2.93875e-09
      12.7551  3.00945e-09
      12.7592  3.06345e-09
      12.7632  3.09047e-09
      12.7673  3.08313e-09
      12.7714  3.04155e-09
      12.7755  2.98280e-09
      12.7796  2.94055e-09
      12.7836  2.94830e-09
      12.7877  2.97597e-09
      12.7918  2.97570e-09
      12.7959  2.95469e-09
      12.8000  2.93357e-09
      12.8041  2.93682e-09
      12.8082  2.96461e-09
      12.8123  2.99496e-09
      12.8164  2.99194e-09
      12.8205  3.02365e-09
      12.8246  3.15570e-09
      12.8287  3.28810e-09
      12.8329  3.37244e-09
      12.8370  3.42589e-09
      12.8411  3.46196e-09
      12.8452  3.49346e-09
      12.8493  3.51450e-09
      12.8535  3.49779e-09
      12.8576  3.42795e-09
      12.8617  3.33070e-09
      12.8659  3.24220e-09
      12.8700  3.19209e-09
      12.8742  3.16384e-09
      12.8783  3.13777e-09
      12.8824  3.10608e-09
      12.8866  3.06003e-09
      12.8908  2.99470e-09
      12.8949  2.91140e-09
      12.8991  2.82244e-09
      12.9032  2.73830e-09
      12.9074  2.64974e-09
      12.9116  2.56126e-09
      12.9157  2.49536e-09
      12.9199  2.42869e-09
      12.9241  2.34399e-09
      12.9282  2.29263e-09
      12.9324  2.26496e-09
      12.9366  2.20107e-09
      12.9408  2.13170e-09
      12.9450  2.08661e-09
      12.9492  2.05985e-09
      12.9534  2.07374e-09
      12.9576  2.13810e-09
      12.9618  2.18146e-09
      12.9660  2.19694e-09
      12.9702  2.23277e-09
      12.9744  2.27204e-09
      12.9786  2.28940e-09
      12.9828  2.27358e-09
      12.9870  2.22860e-09
