     0.360 -29.0320 -29.0493 -29.0680 -29.0889 -29.1125 -29.1392 -29.1698 -29.2047 -29.2441 -29.2900 -29.3414 -29.4003 -29.4667 -29.5412 -29.6229 -29.7127 -29.8095 -29.9118 -30.0180 -30.1273 -30.2382 -30.3483 -30.4565 -30.5616 -30.6616 -30.7561 -30.8447 -30.9262 -31.0014 -31.0695 -31.1315 -31.1876 -31.2380 -31.2837 -31.3253 -31.3623 -31.3963 -31.4270 -31.4550 -31.4805 -31.5039 -31.5250 -31.5443 -31.5623 -31.5785 -31.5935 -31.6074 -31.6201 -31.6321 -31.6430 -31.6532 -31.6627 -31.6713 -31.6795 -31.6871 -31.6940 -31.7006 -31.7070 -31.7127 -31.7184 -31.7236 -31.7284 -31.7330 -31.7374
     0.450 -29.1490 -29.1663 -29.1850 -29.2059 -29.2295 -29.2563 -29.2868 -29.3217 -29.3611 -29.4070 -29.4584 -29.5173 -29.5837 -29.6581 -29.7399 -29.8296 -29.9264 -30.0287 -30.1349 -30.2442 -30.3551 -30.4651 -30.5733 -30.6784 -30.7783 -30.8728 -30.9613 -31.0428 -31.1180 -31.1861 -31.2480 -31.3042 -31.3546 -31.4002 -31.4418 -31.4788 -31.5128 -31.5435 -31.5715 -31.5970 -31.6204 -31.6415 -31.6608 -31.6788 -31.6950 -31.7100 -31.7239 -31.7366 -31.7486 -31.7595 -31.7697 -31.7791 -31.7878 -31.7960 -31.8036 -31.8105 -31.8171 -31.8235 -31.8292 -31.8349 -31.8401 -31.8449 -31.8495 -31.8539
     0.580 -29.2589 -29.2762 -29.2949 -29.3158 -29.3394 -29.3661 -29.3967 -29.4315 -29.4709 -29.5168 -29.5682 -29.6271 -29.6935 -29.7679 -29.8496 -29.9393 -30.0360 -30.1383 -30.2445 -30.3537 -30.4645 -30.5744 -30.6826 -30.7876 -30.8875 -30.9819 -31.0703 -31.1518 -31.2269 -31.2950 -31.3569 -31.4130 -31.4634 -31.5090 -31.5506 -31.5876 -31.6215 -31.6522 -31.6802 -31.7057 -31.7291 -31.7502 -31.7695 -31.7875 -31.8037 -31.8187 -31.8326 -31.8453 -31.8573 -31.8682 -31.8784 -31.8878 -31.8965 -31.9047 -31.9122 -31.9192 -31.9258 -31.9322 -31.9379 -31.9436 -31.9488 -31.9536 -31.9582 -31.9626
     0.750 -29.3307 -29.3480 -29.3666 -29.3875 -29.4111 -29.4378 -29.4683 -29.5032 -29.5425 -29.5884 -29.6398 -29.6986 -29.7650 -29.8393 -29.9210 -30.0107 -30.1073 -30.2094 -30.3155 -30.4246 -30.5353 -30.6451 -30.7532 -30.8580 -30.9577 -31.0520 -31.1403 -31.2216 -31.2966 -31.3645 -31.4264 -31.4824 -31.5327 -31.5783 -31.6198 -31.6568 -31.6907 -31.7214 -31.7494 -31.7748 -31.7982 -31.8193 -31.8387 -31.8566 -31.8728 -31.8878 -31.9017 -31.9144 -31.9264 -31.9374 -31.9475 -31.9570 -31.9656 -31.9738 -31.9814 -31.9884 -31.9949 -32.0013 -32.0070 -32.0127 -32.0179 -32.0227 -32.0273 -32.0317
     1.000 -29.4119 -29.4292 -29.4479 -29.4688 -29.4923 -29.5190 -29.5495 -29.5843 -29.6236 -29.6695 -29.7208 -29.7796 -29.8458 -29.9201 -30.0017 -30.0912 -30.1877 -30.2898 -30.3957 -30.5046 -30.6151 -30.7247 -30.8325 -30.9371 -31.0365 -31.1306 -31.2186 -31.2997 -31.3746 -31.4423 -31.5040 -31.5599 -31.6102 -31.6557 -31.6971 -31.7341 -31.7680 -31.7987 -31.8266 -31.8520 -31.8754 -31.8965 -31.9159 -31.9338 -31.9500 -31.9650 -31.9789 -31.9916 -32.0036 -32.0145 -32.0247 -32.0341 -32.0428 -32.0510 -32.0585 -32.0655 -32.0721 -32.0785 -32.0842 -32.0899 -32.0951 -32.0999 -32.1045 -32.1089
     1.280 -29.4389 -29.4562 -29.4748 -29.4957 -29.5192 -29.5459 -29.5763 -29.6111 -29.6504 -29.6962 -29.7474 -29.8061 -29.8723 -29.9465 -30.0280 -30.1174 -30.2137 -30.3156 -30.4213 -30.5300 -30.6403 -30.7496 -30.8571 -30.9614 -31.0606 -31.1544 -31.2421 -31.3230 -31.3976 -31.4652 -31.5267 -31.5825 -31.6326 -31.6780 -31.7194 -31.7563 -31.7901 -31.8208 -31.8487 -31.8742 -31.8975 -31.9186 -31.9379 -31.9559 -31.9720 -31.9871 -32.0009 -32.0136 -32.0256 -32.0366 -32.0467 -32.0562 -32.0648 -32.0730 -32.0806 -32.0876 -32.0942 -32.1005 -32.1062 -32.1119 -32.1171 -32.1219 -32.1265 -32.1309
     1.650 -29.3774 -29.3946 -29.4132 -29.4341 -29.4576 -29.4842 -29.5147 -29.5494 -29.5887 -29.6345 -29.6857 -29.7443 -29.8105 -29.8846 -29.9660 -30.0553 -30.1516 -30.2533 -30.3589 -30.4675 -30.5776 -30.6868 -30.7941 -30.8982 -30.9972 -31.0908 -31.1784 -31.2591 -31.3336 -31.4011 -31.4625 -31.5182 -31.5682 -31.6136 -31.6550 -31.6918 -31.7256 -31.7563 -31.7842 -31.8096 -31.8330 -31.8541 -31.8734 -31.8913 -31.9075 -31.9225 -31.9364 -31.9491 -31.9611 -31.9720 -31.9821 -31.9916 -32.0003 -32.0084 -32.0160 -32.0230 -32.0296 -32.0360 -32.0417 -32.0474 -32.0525 -32.0573 -32.0619 -32.0663
     2.120 -29.2584 -29.2757 -29.2942 -29.3151 -29.3386 -29.3653 -29.3957 -29.4304 -29.4697 -29.5155 -29.5667 -29.6253 -29.6915 -29.7655 -29.8469 -29.9363 -30.0325 -30.1342 -30.2398 -30.3484 -30.4585 -30.5676 -30.6749 -30.7790 -30.8780 -30.9716 -31.0592 -31.1398 -31.2143 -31.2817 -31.3432 -31.3988 -31.4489 -31.4942 -31.5356 -31.5725 -31.6063 -31.6369 -31.6648 -31.6902 -31.7136 -31.7347 -31.7540 -31.7719 -31.7881 -31.8031 -31.8170 -31.8297 -31.8417 -31.8526 -31.8628 -31.8722 -31.8809 -31.8890 -31.8966 -31.9036 -31.9102 -31.9166 -31.9223 -31.9280 -31.9331 -31.9380 -31.9426 -31.9469
     2.700 -29.1896 -29.2069 -29.2254 -29.2463 -29.2698 -29.2964 -29.3268 -29.3615 -29.4007 -29.4465 -29.4976 -29.5563 -29.6223 -29.6963 -29.7777 -29.8669 -29.9631 -30.0646 -30.1701 -30.2785 -30.3884 -30.4974 -30.6045 -30.7084 -30.8072 -30.9006 -30.9880 -31.0684 -31.1428 -31.2101 -31.2714 -31.3269 -31.3769 -31.4222 -31.4635 -31.5004 -31.5341 -31.5648 -31.5927 -31.6180 -31.6414 -31.6625 -31.6818 -31.6997 -31.7159 -31.7309 -31.7448 -31.7575 -31.7695 -31.7804 -31.7905 -31.8000 -31.8087 -31.8168 -31.8244 -31.8314 -31.8380 -31.8444 -31.8501 -31.8558 -31.8609 -31.8657 -31.8703 -31.8747
     3.200 -29.1608 -29.1780 -29.1966 -29.2174 -29.2408 -29.2674 -29.2978 -29.3325 -29.3716 -29.4173 -29.4684 -29.5269 -29.5928 -29.6667 -29.7479 -29.8370 -29.9329 -30.0343 -30.1395 -30.2476 -30.3572 -30.4658 -30.5726 -30.6761 -30.7745 -30.8675 -30.9546 -31.0347 -31.1088 -31.1758 -31.2369 -31.2923 -31.3422 -31.3874 -31.4286 -31.4653 -31.4991 -31.5297 -31.5575 -31.5829 -31.6062 -31.6273 -31.6466 -31.6645 -31.6807 -31.6957 -31.7096 -31.7223 -31.7343 -31.7452 -31.7553 -31.7648 -31.7734 -31.7816 -31.7892 -31.7962 -31.8028 -31.8091 -31.8148 -31.8205 -31.8257 -31.8305 -31.8351 -31.8395
