     0.360 -28.7979 -28.8153 -28.8339 -28.8549 -28.8784 -28.9052 -28.9358 -28.9706 -29.0100 -29.0560 -29.1074 -29.1663 -29.2327 -29.3071 -29.3889 -29.4787 -29.5755 -29.6778 -29.7840 -29.8933 -30.0042 -30.1143 -30.2226 -30.3277 -30.4276 -30.5222 -30.6107 -30.6922 -30.7675 -30.8356 -30.8976 -30.9537 -31.0041 -31.0498 -31.0914 -31.1284 -31.1624 -31.1931 -31.2211 -31.2466 -31.2700 -31.2911 -31.3105 -31.3284 -31.3446 -31.3596 -31.3735 -31.3862 -31.3982 -31.4092 -31.4193 -31.4288 -31.4374 -31.4456 -31.4532 -31.4602 -31.4667 -31.4731 -31.4788 -31.4845 -31.4897 -31.4945 -31.4991 -31.5035
     0.450 -28.9151 -28.9324 -28.9510 -28.9720 -28.9956 -29.0223 -29.0529 -29.0877 -29.1271 -29.1731 -29.2245 -29.2834 -29.3498 -29.4242 -29.5060 -29.5958 -29.6925 -29.7948 -29.9011 -30.0104 -30.1213 -30.2313 -30.3396 -30.4447 -30.5446 -30.6392 -30.7277 -30.8092 -30.8845 -30.9526 -31.0145 -31.0707 -31.1211 -31.1667 -31.2083 -31.2454 -31.2793 -31.3101 -31.3380 -31.3635 -31.3869 -31.4080 -31.4274 -31.4453 -31.4615 -31.4765 -31.4904 -31.5031 -31.5151 -31.5261 -31.5362 -31.5457 -31.5543 -31.5625 -31.5701 -31.5771 -31.5837 -31.5901 -31.5957 -31.6014 -31.6066 -31.6114 -31.6160 -31.6204
     0.580 -29.0252 -29.0425 -29.0611 -29.0821 -29.1056 -29.1324 -29.1630 -29.1978 -29.2372 -29.2832 -29.3346 -29.3935 -29.4599 -29.5343 -29.6160 -29.7058 -29.8025 -29.9048 -30.0111 -30.1203 -30.2312 -30.3412 -30.4495 -30.5545 -30.6545 -30.7490 -30.8375 -30.9190 -30.9942 -31.0623 -31.1242 -31.1804 -31.2308 -31.2764 -31.3180 -31.3550 -31.3890 -31.4197 -31.4477 -31.4732 -31.4966 -31.5177 -31.5370 -31.5550 -31.5712 -31.5862 -31.6001 -31.6128 -31.6248 -31.6357 -31.6459 -31.6553 -31.6640 -31.6722 -31.6798 -31.6867 -31.6933 -31.6997 -31.7054 -31.7111 -31.7163 -31.7211 -31.7257 -31.7301
     0.750 -29.0974 -29.1147 -29.1334 -29.1543 -29.1779 -29.2046 -29.2352 -29.2700 -29.3094 -29.3554 -29.4067 -29.4656 -29.5320 -29.6064 -29.6881 -29.7779 -29.8746 -29.9769 -30.0830 -30.1923 -30.3031 -30.4131 -30.5213 -30.6263 -30.7261 -30.8206 -30.9091 -30.9905 -31.0657 -31.1337 -31.1957 -31.2518 -31.3021 -31.3478 -31.3894 -31.4264 -31.4603 -31.4910 -31.5190 -31.5445 -31.5679 -31.5890 -31.6083 -31.6263 -31.6425 -31.6575 -31.6714 -31.6841 -31.6961 -31.7070 -31.7172 -31.7266 -31.7353 -31.7435 -31.7511 -31.7580 -31.7646 -31.7710 -31.7767 -31.7824 -31.7876 -31.7924 -31.7970 -31.8014
     1.000 -29.1794 -29.1968 -29.2154 -29.2363 -29.2599 -29.2866 -29.3172 -29.3520 -29.3914 -29.4373 -29.4887 -29.5475 -29.6139 -29.6883 -29.7700 -29.8597 -29.9564 -30.0586 -30.1647 -30.2739 -30.3846 -30.4945 -30.6026 -30.7075 -30.8073 -30.9017 -30.9901 -31.0714 -31.1465 -31.2145 -31.2764 -31.3324 -31.3828 -31.4284 -31.4700 -31.5070 -31.5409 -31.5716 -31.5996 -31.6250 -31.6484 -31.6695 -31.6889 -31.7068 -31.7230 -31.7380 -31.7519 -31.7646 -31.7766 -31.7876 -31.7977 -31.8072 -31.8158 -31.8240 -31.8316 -31.8386 -31.8452 -31.8515 -31.8572 -31.8629 -31.8681 -31.8729 -31.8775 -31.8819
     1.280 -29.2073 -29.2246 -29.2433 -29.2642 -29.2878 -29.3145 -29.3450 -29.3799 -29.4192 -29.4651 -29.5165 -29.5753 -29.6416 -29.7159 -29.7976 -29.8873 -29.9839 -30.0860 -30.1921 -30.3012 -30.4119 -30.5216 -30.6297 -30.7344 -30.8341 -30.9284 -31.0167 -31.0979 -31.1730 -31.2409 -31.3027 -31.3587 -31.4090 -31.4546 -31.4961 -31.5331 -31.5670 -31.5977 -31.6257 -31.6511 -31.6745 -31.6956 -31.7150 -31.7329 -31.7491 -31.7641 -31.7780 -31.7907 -31.8027 -31.8137 -31.8238 -31.8333 -31.8419 -31.8501 -31.8577 -31.8647 -31.8712 -31.8776 -31.8833 -31.8890 -31.8942 -31.8990 -31.9036 -31.9080
     1.650 -29.1464 -29.1637 -29.1823 -29.2032 -29.2267 -29.2535 -29.2840 -29.3188 -29.3582 -29.4041 -29.4554 -29.5142 -29.5805 -29.6548 -29.7365 -29.8261 -29.9227 -30.0248 -30.1308 -30.2398 -30.3505 -30.4602 -30.5681 -30.6729 -30.7725 -30.8667 -30.9549 -31.0361 -31.1111 -31.1790 -31.2407 -31.2967 -31.3470 -31.3925 -31.4341 -31.4710 -31.5049 -31.5356 -31.5636 -31.5890 -31.6124 -31.6335 -31.6529 -31.6708 -31.6870 -31.7020 -31.7159 -31.7286 -31.7406 -31.7515 -31.7617 -31.7712 -31.7798 -31.7880 -31.7956 -31.8025 -31.8091 -31.8155 -31.8212 -31.8269 -31.8321 -31.8369 -31.8415 -31.8459
     2.120 -29.0275 -29.0448 -29.0634 -29.0843 -29.1078 -29.1346 -29.1651 -29.1999 -29.2393 -29.2852 -29.3365 -29.3953 -29.4616 -29.5359 -29.6175 -29.7072 -29.8038 -29.9058 -30.0119 -30.1209 -30.2315 -30.3412 -30.4492 -30.5539 -30.6535 -30.7477 -30.8359 -30.9171 -30.9921 -31.0599 -31.1217 -31.1777 -31.2280 -31.2735 -31.3150 -31.3520 -31.3859 -31.4166 -31.4445 -31.4700 -31.4934 -31.5145 -31.5338 -31.5518 -31.5679 -31.5830 -31.5968 -31.6095 -31.6216 -31.6325 -31.6426 -31.6521 -31.6608 -31.6689 -31.6765 -31.6835 -31.6901 -31.6965 -31.7022 -31.7079 -31.7130 -31.7178 -31.7224 -31.7268
     2.700 -28.9593 -28.9766 -28.9953 -29.0162 -29.0397 -29.0664 -29.0969 -29.1317 -29.1711 -29.2170 -29.2683 -29.3271 -29.3934 -29.4676 -29.5492 -29.6388 -29.7354 -29.8374 -29.9434 -30.0524 -30.1629 -30.2726 -30.3804 -30.4851 -30.5846 -30.6787 -30.7669 -30.8480 -30.9229 -30.9907 -31.0524 -31.1084 -31.1586 -31.2042 -31.2457 -31.2826 -31.3165 -31.3472 -31.3752 -31.4006 -31.4240 -31.4451 -31.4644 -31.4823 -31.4985 -31.5136 -31.5274 -31.5401 -31.5522 -31.5631 -31.5732 -31.5827 -31.5914 -31.5995 -31.6071 -31.6141 -31.6207 -31.6271 -31.6327 -31.6384 -31.6436 -31.6484 -31.6530 -31.6574
     3.200 -28.9317 -28.9490 -28.9676 -28.9886 -29.0121 -29.0388 -29.0693 -29.1041 -29.1434 -29.1892 -29.2405 -29.2993 -29.3655 -29.4397 -29.5213 -29.6108 -29.7073 -29.8093 -29.9151 -30.0240 -30.1344 -30.2440 -30.3517 -30.4562 -30.5556 -30.6496 -30.7376 -30.8186 -30.8934 -30.9611 -31.0227 -31.0786 -31.1288 -31.1743 -31.2157 -31.2527 -31.2865 -31.3172 -31.3452 -31.3706 -31.3940 -31.4151 -31.4344 -31.4523 -31.4685 -31.4836 -31.4974 -31.5101 -31.5221 -31.5331 -31.5432 -31.5527 -31.5613 -31.5695 -31.5771 -31.5841 -31.5907 -31.5970 -31.6027 -31.6084 -31.6136 -31.6184 -31.6230 -31.6274
