Name,agn_frac,agn_name,agn_norm,chi2,host_name,host_norm,lir_total
SBS1301+540,0.431906775052,Mean,-2.54119764819,3.99638928253,SB1,-2.84128000329,9.78792595134
UGC01479,0.00219489303925,Mean,-3.67864321094,53.6474774355,SB5,-2.05062515739,10.4158945208
UGC03142,0.221468138371,Mean,-1.77035573365,44.776604625,SB1,-1.64350254624,10.5632774329
UGC03478,0.182968382185,Mean,-1.69402641848,8.26416975369,SB1,-1.46327555159,10.2579079558
UGC03601,0.368349274023,Mean,-2.02505971905,16.7616728451,SB1,-2.2099544861,9.88065224787
UGC03995A,0.373088332854,Mean,-1.49946709414,1.34264967507,SB1,-1.69318435829,10.3306970334
UGC05881,0.105159178016,Mean,-2.02434394794,3.01025980557,SB5,-2.12405965028,10.5882975509
UGC07064,0.164290227001,Mean,-1.74336857338,63.7175728038,SB5,-2.06653912977,10.8467970892
UGC08327NED02,0.29458031945,Mean,-1.58334557268,1.86251881248,SB4,-2.0153803418,11.0907328063
UGC10593,0.337055521427,Mean,-1.94240088121,13.9940421101,SB1,-2.06773711763,10.4718626514
UGC11185NED02,0.212835524311,Mean,-2.27752213829,1.645403877,SB5,-2.73911507718,10.6447272797
UGC12237,0.141288834108,Mean,-2.278525426,29.5749223085,SB1,-1.91389810574,10.486232475
UGC12282,0.0701174176852,Mean,-2.17357148799,21.665536719,SB1,-1.47008123676,10.4458690667
UGC12741,0.0936398990682,Mean,-2.59497574402,19.7013502593,SB1,-2.02824785025,9.92198000943
VIIZw073,0.110424997763,Mean,-1.95892906299,25.5404960601,SB4,-1.86409250397,11.2510505415
WKK1263,0.46744538457,Mean,-1.62431866323,17.4699621624,SB5,-2.59729969403,10.4914309906
WKK4438,0.454890024408,Mean,-1.46906417391,1.1575932073,SB1,-1.80959840559,10.2853951727
WKK6471,0.509772866773,Mean,-2.29695664034,50.7363823217,SB1,-2.73304795968,10.0907020485
