# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W2     RSR     uncertainty (parts per thousand)
  4.35  0.91094E+00     6
  4.36  0.90805E+00     7
  4.37  0.90514E+00     6
  4.38  0.89970E+00     6
  4.39  0.89172E+00     5
  4.40  0.88495E+00     5
  4.41  0.87940E+00     5
  4.42  0.87382E+00     4
  4.43  0.87074E+00     4
  4.44  0.86636E+00     4
  4.45  0.86450E+00     3
  4.46  0.86517E+00     3
  4.47  0.86966E+00     4
  4.48  0.87800E+00     5
  4.49  0.88894E+00     7
  4.50  0.90121E+00     8
  4.51  0.91610E+00     9
  4.52  0.92846E+00     9
  4.53  0.94216E+00     8
  4.54  0.95332E+00     7
  4.55  0.96192E+00     6
  4.56  0.96924E+00     6
  4.57  0.97398E+00     6
  4.58  0.97742E+00     7
  4.59  0.97693E+00     8
  4.60  0.97512E+00     8
  4.61  0.97197E+00     7
  4.62  0.96616E+00     7
  4.63  0.96031E+00     6
  4.64  0.95311E+00     5
  4.65  0.94586E+00     5
  4.66  0.93858E+00     5
  4.67  0.93525E+00     5
  4.68  0.93191E+00     5
  4.69  0.93122E+00     4
  4.70  0.93052E+00     4
  4.71  0.93385E+00     5
  4.72  0.93853E+00     5
  4.73  0.94457E+00     5
  4.74  0.95469E+00     5
  4.75  0.96213E+00     5
  4.76  0.97232E+00     5
  4.77  0.97981E+00     5
  4.78  0.98596E+00     5
  4.79  0.98802E+00     5
  4.80  0.99009E+00     5
  4.81  0.98940E+00     5
  4.82  0.98870E+00     6
  4.83  0.98938E+00     7
  4.84  0.98866E+00     8
  4.85  0.98932E+00     8
  4.86  0.98997E+00     9
  4.87  0.99061E+00     8
  4.88  0.99265E+00     8
  4.89  0.99468E+00     7
  4.90  0.99671E+00     6
  4.91  0.99735E+00     6
  4.92  0.99938E+00     6
  4.93  0.10000E+01     6
  4.94  0.99921E+00     6
  4.95  0.99699E+00     5
  4.96  0.99475E+00     5
  4.97  0.99108E+00     5
  4.98  0.98596E+00     5
  4.99  0.98081E+00     6
  5.00  0.97135E+00     7
  5.01  0.96327E+00     8
  5.02  0.95228E+00     9
  5.03  0.94125E+00     9
  5.04  0.93016E+00    10
  5.05  0.91902E+00     9
  5.06  0.90783E+00     9
  5.07  0.89659E+00     9
  5.08  0.88675E+00     9
  5.09  0.87686E+00     8
  5.10  0.86693E+00     8
  5.11  0.85403E+00     8
  5.12  0.84107E+00     8
  5.13  0.82073E+00     9
  5.14  0.79883E+00    10
  5.15  0.76361E+00    12
  5.16  0.72676E+00    14
  5.17  0.67647E+00    17
  5.18  0.62007E+00    21
  5.19  0.55602E+00    24
  5.20  0.48564E+00    28
  5.21  0.41662E+00    33
  5.22  0.34717E+00    37
  5.23  0.28359E+00    42
  5.24  0.22560E+00    47
  5.25  0.17504E+00    52
  5.26  0.13546E+00    57
  5.27  0.99248E-01    62
  5.28  0.75935E-01    68
  5.29  0.53213E-01    74
  5.30  0.40746E-01    81
  5.31  0.28307E-01    89
  5.32  0.21081E-01    98
  5.33  0.14697E-01   107
  5.34  0.10435E-01   121
  5.35  0.72372E-02   137
  5.36  0.40457E-02   707
  5.37  0.30484E-02   707
  5.38  0.22763E-02   707
  5.39  0.17339E-02   707
  5.40  0.12893E-02   707
  5.41  0.97294E-03   707
  5.42  0.73876E-03   707
  5.43  0.54885E-03   707
  5.44  0.39102E-03   707
  5.45  0.30953E-03   707
  5.46  0.21542E-03   707
  5.47  0.27863E-03   562
  5.48  0.31531E-03   563
  5.49  0.31353E-03   563
  5.50  0.25926E-03   562
