# Relative Spectral Response per erg (Equal-Energy); Jarrett et al. 2011
#  W3     RSR     uncertainty (parts per thousand)
  7.93  0.26637E+00    18
  7.94  0.27063E+00    18
  7.95  0.27621E+00    16
  7.96  0.28311E+00    15
  7.97  0.29134E+00    13
  7.98  0.29959E+00    13
  7.99  0.30654E+00    15
  8.00  0.31219E+00    15
  8.01  0.31654E+00    16
  8.02  0.32090E+00    17
  8.03  0.32394E+00    18
  8.04  0.32699E+00    17
  8.05  0.32872E+00    15
  8.06  0.32913E+00    13
  8.07  0.33087E+00    12
  8.08  0.33128E+00    13
  8.09  0.33435E+00    13
  8.10  0.33610E+00    15
  8.11  0.33651E+00    15
  8.12  0.33693E+00    16
  8.13  0.33601E+00    16
  8.14  0.33374E+00    16
  8.15  0.33146E+00    18
  8.16  0.32784E+00    20
  8.17  0.32421E+00    19
  8.18  0.32191E+00    16
  8.19  0.32095E+00    15
  8.20  0.31865E+00    15
  8.21  0.31768E+00    16
  8.22  0.31536E+00    17
  8.23  0.31439E+00    18
  8.24  0.31342E+00    18
  8.25  0.31108E+00    19
  8.26  0.30738E+00    21
  8.27  0.30230E+00    22
  8.28  0.29721E+00    21
  8.29  0.29211E+00    19
  8.30  0.29110E+00    18
  8.31  0.29145E+00    19
  8.32  0.29180E+00    19
  8.33  0.29352E+00    18
  8.34  0.29387E+00    17
  8.35  0.29285E+00    17
  8.36  0.29183E+00    18
  8.37  0.29218E+00    19
  8.38  0.29390E+00    19
  8.39  0.29702E+00    18
  8.40  0.30014E+00    18
  8.41  0.30188E+00    18
  8.42  0.30501E+00    17
  8.43  0.30815E+00    17
  8.44  0.31130E+00    18
  8.45  0.31445E+00    18
  8.46  0.31900E+00    18
  8.47  0.32356E+00    19
  8.48  0.32813E+00    19
  8.49  0.33271E+00    19
  8.50  0.33730E+00    19
  8.51  0.34190E+00    20
  8.52  0.34511E+00    21
  8.53  0.34832E+00    21
  8.54  0.35154E+00    21
  8.55  0.35477E+00    21
  8.56  0.35801E+00    21
  8.57  0.35984E+00    21
  8.58  0.36167E+00    21
  8.59  0.36209E+00    21
  8.60  0.36109E+00    22
  8.61  0.36010E+00    23
  8.62  0.35910E+00    25
  8.63  0.35809E+00    26
  8.64  0.35566E+00    27
  8.65  0.35465E+00    26
  8.66  0.35363E+00    25
  8.67  0.35261E+00    24
  8.68  0.35159E+00    25
  8.69  0.34913E+00    26
  8.70  0.34810E+00    26
  8.71  0.34563E+00    24
  8.72  0.34460E+00    23
  8.73  0.34355E+00    23
  8.74  0.33963E+00    24
  8.75  0.33281E+00    23
  8.76  0.31733E+00    23
  8.77  0.29025E+00    22
  8.78  0.25300E+00    22
  8.79  0.21710E+00    22
  8.80  0.19706E+00    22
  8.81  0.20309E+00    22
  8.82  0.22801E+00    22
  8.83  0.26171E+00    21
  8.84  0.29112E+00    22
  8.85  0.31185E+00    22
  8.86  0.32387E+00    23
  8.87  0.33154E+00    23
  8.88  0.33630E+00    24
  8.89  0.34107E+00    23
  8.90  0.34585E+00    23
  8.91  0.35064E+00    24
  8.92  0.35397E+00    23
  8.93  0.35731E+00    23
  8.94  0.35918E+00    22
  8.95  0.35958E+00    21
  8.96  0.36146E+00    21
  8.97  0.36334E+00    21
  8.98  0.36374E+00    22
  8.99  0.36563E+00    22
  9.00  0.36603E+00    23
  9.01  0.36496E+00    23
  9.02  0.36388E+00    23
  9.03  0.36279E+00    22
  9.04  0.36171E+00    22
  9.05  0.36062E+00    22
  9.06  0.36102E+00    22
  9.07  0.36291E+00    22
  9.08  0.36331E+00    21
  9.09  0.36520E+00    21
  9.10  0.36710E+00    21
  9.11  0.37051E+00    22
  9.12  0.37091E+00    22
  9.13  0.37282E+00    21
  9.14  0.37323E+00    21
  9.15  0.37213E+00    20
  9.16  0.37103E+00    20
  9.17  0.36842E+00    20
  9.18  0.36731E+00    21
  9.19  0.36468E+00    23
  9.20  0.36356E+00    24
  9.21  0.36396E+00    24
  9.22  0.36284E+00    24
  9.23  0.36323E+00    22
  9.24  0.36210E+00    20
  9.25  0.36249E+00    19
  9.26  0.35984E+00    18
  9.27  0.36023E+00    18
  9.28  0.35909E+00    18
  9.29  0.35947E+00    18
  9.30  0.36139E+00    18
  9.31  0.36178E+00    18
  9.32  0.36370E+00    18
  9.33  0.36409E+00    18
  9.34  0.36448E+00    18
  9.35  0.36641E+00    18
  9.36  0.36680E+00    17
  9.37  0.36565E+00    17
  9.38  0.36604E+00    16
  9.39  0.36643E+00    16
  9.40  0.36837E+00    16
  9.41  0.36876E+00    17
  9.42  0.37071E+00    17
  9.43  0.37110E+00    17
  9.44  0.37305E+00    16
  9.45  0.37500E+00    16
  9.46  0.37695E+00    16
  9.47  0.37891E+00    16
  9.48  0.38243E+00    15
  9.49  0.38596E+00    15
  9.50  0.38950E+00    15
  9.51  0.39304E+00    15
  9.52  0.39502E+00    16
  9.53  0.39544E+00    16
  9.54  0.39585E+00    17
  9.55  0.39469E+00    17
  9.56  0.39196E+00    18
  9.57  0.39079E+00    18
  9.58  0.38805E+00    18
  9.59  0.38529E+00    18
  9.60  0.38253E+00    16
  9.61  0.37977E+00    14
  9.62  0.37858E+00    13
  9.63  0.37739E+00    13
  9.64  0.37778E+00    14
  9.65  0.37976E+00    15
  9.66  0.38174E+00    16
  9.67  0.38532E+00    17
  9.68  0.38731E+00    17
  9.69  0.39091E+00    16
  9.70  0.39291E+00    16
  9.71  0.39331E+00    15
  9.72  0.39372E+00    13
  9.73  0.39412E+00    11
  9.74  0.39292E+00    10
  9.75  0.39172E+00     9
  9.76  0.39212E+00     9
  9.77  0.39252E+00    10
  9.78  0.39293E+00    11
  9.79  0.39494E+00    12
  9.80  0.39696E+00    12
  9.81  0.39898E+00    13
  9.82  0.40100E+00    14
  9.83  0.40303E+00    14
  9.84  0.40506E+00    14
  9.85  0.40709E+00    14
  9.86  0.40913E+00    14
  9.87  0.41117E+00    15
  9.88  0.41321E+00    15
  9.89  0.41526E+00    15
  9.90  0.41894E+00    13
  9.91  0.42263E+00    11
  9.92  0.42795E+00     8
  9.93  0.43165E+00     6
  9.94  0.43700E+00     6
  9.95  0.44071E+00     6
  9.96  0.44444E+00     5
  9.97  0.44817E+00     6
  9.98  0.45026E+00     8
  9.99  0.45400E+00    10
 10.00  0.45610E+00    12
 10.01  0.45985E+00    13
 10.02  0.46526E+00    13
 10.03  0.46903E+00    13
 10.04  0.47446E+00    12
 10.05  0.48155E+00    12
 10.06  0.48866E+00    11
 10.07  0.49577E+00    11
 10.08  0.50124E+00    11
 10.09  0.50839E+00    11
 10.10  0.51554E+00    11
 10.11  0.52105E+00    13
 10.12  0.52656E+00    14
 10.13  0.53209E+00    15
 10.14  0.53595E+00    16
 10.15  0.53982E+00    16
 10.16  0.54370E+00    16
 10.17  0.54758E+00    15
 10.18  0.54812E+00    13
 10.19  0.54866E+00    12
 10.20  0.54752E+00    11
 10.21  0.54469E+00    11
 10.22  0.54186E+00    12
 10.23  0.53902E+00    12
 10.24  0.53618E+00    12
 10.25  0.53501E+00    11
 10.26  0.53216E+00    10
 10.27  0.52760E+00    10
 10.28  0.52473E+00    11
 10.29  0.52016E+00    12
 10.30  0.51727E+00    13
 10.31  0.51268E+00    13
 10.32  0.51148E+00    13
 10.33  0.51027E+00    12
 10.34  0.50907E+00    11
 10.35  0.50956E+00    10
 10.36  0.51005E+00     9
 10.37  0.51054E+00     9
 10.38  0.51104E+00     9
 10.39  0.50982E+00     9
 10.40  0.50860E+00     9
 10.41  0.50737E+00    10
 10.42  0.50614E+00    12
 10.43  0.50491E+00    13
 10.44  0.50196E+00    14
 10.45  0.50244E+00    15
 10.46  0.50120E+00    15
 10.47  0.50167E+00    15
 10.48  0.50215E+00    15
 10.49  0.50436E+00    14
 10.50  0.50657E+00    13
 10.51  0.50878E+00    13
 10.52  0.51100E+00    12
 10.53  0.51148E+00    12
 10.54  0.51371E+00    12
 10.55  0.51593E+00    12
 10.56  0.51816E+00    12
 10.57  0.52039E+00    12
 10.58  0.52437E+00    11
 10.59  0.52661E+00    11
 10.60  0.53059E+00    10
 10.61  0.53284E+00     9
 10.62  0.53509E+00     9
 10.63  0.53735E+00     9
 10.64  0.53960E+00     9
 10.65  0.54186E+00    10
 10.66  0.54413E+00    10
 10.67  0.54640E+00    10
 10.68  0.55042E+00    10
 10.69  0.55270E+00    11
 10.70  0.55322E+00    13
 10.71  0.55550E+00    14
 10.72  0.55602E+00    16
 10.73  0.55477E+00    17
 10.74  0.55352E+00    18
 10.75  0.55226E+00    18
 10.76  0.55100E+00    19
 10.77  0.54974E+00    19
 10.78  0.54848E+00    19
 10.79  0.54721E+00    17
 10.80  0.54772E+00    15
 10.81  0.54823E+00    13
 10.82  0.55051E+00    11
 10.83  0.55281E+00    10
 10.84  0.55510E+00    10
 10.85  0.55740E+00    10
 10.86  0.55970E+00    12
 10.87  0.56022E+00    13
 10.88  0.55894E+00    14
 10.89  0.55766E+00    14
 10.90  0.55638E+00    13
 10.91  0.55330E+00    13
 10.92  0.55021E+00    13
 10.93  0.54891E+00    13
 10.94  0.54581E+00    13
 10.95  0.54270E+00    14
 10.96  0.54140E+00    14
 10.97  0.54008E+00    15
 10.98  0.53877E+00    15
 10.99  0.53926E+00    17
 11.00  0.53975E+00    18
 11.01  0.54024E+00    20
 11.02  0.54254E+00    21
 11.03  0.54485E+00    22
 11.04  0.54716E+00    22
 11.05  0.54766E+00    21
 11.06  0.54816E+00    21
 11.07  0.54683E+00    19
 11.08  0.54550E+00    18
 11.09  0.54599E+00    17
 11.10  0.54466E+00    17
 11.11  0.54515E+00    16
 11.12  0.54381E+00    15
 11.13  0.54429E+00    15
 11.14  0.54478E+00    15
 11.15  0.54344E+00    16
 11.16  0.54392E+00    16
 11.17  0.54073E+00    17
 11.18  0.53938E+00    17
 11.19  0.53617E+00    18
 11.20  0.53296E+00    17
 11.21  0.52975E+00    17
 11.22  0.52653E+00    17
 11.23  0.52330E+00    16
 11.24  0.52191E+00    15
 11.25  0.52052E+00    15
 11.26  0.51913E+00    15
 11.27  0.51959E+00    15
 11.28  0.52191E+00    16
 11.29  0.52238E+00    16
 11.30  0.52470E+00    16
 11.31  0.52703E+00    16
 11.32  0.53122E+00    17
 11.33  0.53355E+00    17
 11.34  0.53589E+00    18
 11.35  0.53823E+00    18
 11.36  0.54058E+00    17
 11.37  0.54105E+00    17
 11.38  0.54340E+00    16
 11.39  0.54388E+00    15
 11.40  0.54624E+00    14
 11.41  0.54672E+00    14
 11.42  0.54907E+00    14
 11.43  0.55144E+00    14
 11.44  0.55380E+00    14
 11.45  0.55617E+00    14
 11.46  0.55855E+00    14
 11.47  0.56281E+00    14
 11.48  0.56519E+00    13
 11.49  0.56947E+00    13
 11.50  0.57186E+00    14
 11.51  0.57614E+00    15
 11.52  0.58044E+00    16
 11.53  0.58474E+00    17
 11.54  0.58905E+00    17
 11.55  0.59336E+00    18
 11.56  0.59768E+00    18
 11.57  0.60010E+00    18
 11.58  0.60253E+00    19
 11.59  0.60496E+00    19
 11.60  0.60548E+00    18
 11.61  0.60791E+00    18
 11.62  0.60844E+00    17
 11.63  0.61088E+00    15
 11.64  0.61140E+00    14
 11.65  0.61384E+00    14
 11.66  0.61437E+00    14
 11.67  0.61682E+00    14
 11.68  0.61735E+00    15
 11.69  0.61788E+00    16
 11.70  0.61841E+00    16
 11.71  0.61701E+00    16
 11.72  0.61560E+00    16
 11.73  0.61227E+00    16
 11.74  0.60892E+00    17
 11.75  0.60751E+00    17
 11.76  0.60415E+00    18
 11.77  0.60079E+00    19
 11.78  0.59936E+00    20
 11.79  0.59793E+00    21
 11.80  0.59649E+00    22
 11.81  0.59700E+00    22
 11.82  0.59555E+00    22
 11.83  0.59606E+00    21
 11.84  0.59656E+00    20
 11.85  0.59511E+00    20
 11.86  0.59366E+00    19
 11.87  0.59221E+00    18
 11.88  0.59075E+00    16
 11.89  0.58929E+00    15
 11.90  0.58587E+00    15
 11.91  0.58440E+00    14
 11.92  0.58293E+00    14
 11.93  0.58145E+00    15
 11.94  0.57997E+00    16
 11.95  0.58046E+00    16
 11.96  0.57898E+00    17
 11.97  0.57946E+00    18
 11.98  0.57994E+00    19
 11.99  0.57845E+00    21
 12.00  0.57894E+00    22
 12.01  0.57744E+00    22
 12.02  0.57594E+00    23
 12.03  0.57444E+00    23
 12.04  0.57294E+00    23
 12.05  0.57143E+00    22
 12.06  0.56793E+00    21
 12.07  0.56641E+00    20
 12.08  0.56291E+00    19
 12.09  0.56337E+00    18
 12.10  0.56185E+00    17
 12.11  0.56231E+00    17
 12.12  0.56277E+00    18
 12.13  0.56524E+00    18
 12.14  0.56770E+00    19
 12.15  0.57017E+00    20
 12.16  0.57264E+00    20
 12.17  0.57512E+00    21
 12.18  0.57759E+00    21
 12.19  0.58007E+00    21
 12.20  0.58457E+00    20
 12.21  0.58505E+00    19
 12.22  0.58754E+00    18
 12.23  0.59003E+00    17
 12.24  0.59052E+00    16
 12.25  0.59302E+00    16
 12.26  0.59350E+00    17
 12.27  0.59398E+00    18
 12.28  0.59649E+00    18
 12.29  0.59698E+00    18
 12.30  0.59949E+00    19
 12.31  0.60200E+00    18
 12.32  0.60655E+00    18
 12.33  0.61110E+00    18
 12.34  0.61566E+00    19
 12.35  0.62022E+00    19
 12.36  0.62480E+00    20
 12.37  0.62938E+00    21
 12.38  0.63396E+00    22
 12.39  0.64059E+00    23
 12.40  0.64520E+00    23
 12.41  0.65185E+00    23
 12.42  0.65851E+00    22
 12.43  0.66313E+00    22
 12.44  0.66981E+00    21
 12.45  0.67445E+00    20
 12.46  0.68114E+00    20
 12.47  0.68580E+00    19
 12.48  0.69046E+00    19
 12.49  0.69307E+00    19
 12.50  0.69568E+00    19
 12.51  0.69830E+00    20
 12.52  0.70092E+00    20
 12.53  0.69941E+00    20
 12.54  0.69997E+00    21
 12.55  0.69846E+00    22
 12.56  0.69695E+00    22
 12.57  0.69544E+00    23
 12.58  0.69392E+00    24
 12.59  0.69240E+00    24
 12.60  0.69295E+00    24
 12.61  0.69350E+00    24
 12.62  0.69405E+00    24
 12.63  0.69668E+00    24
 12.64  0.69931E+00    24
 12.65  0.70194E+00    25
 12.66  0.70458E+00    26
 12.67  0.70493E+00    26
 12.68  0.70758E+00    26
 12.69  0.70813E+00    26
 12.70  0.70869E+00    25
 12.71  0.70925E+00    24
 12.72  0.70981E+00    23
 12.73  0.71058E+00    21
 12.74  0.71113E+00    20
 12.75  0.71169E+00    19
 12.76  0.71435E+00    19
 12.77  0.71491E+00    19
 12.78  0.71758E+00    20
 12.79  0.72024E+00    21
 12.80  0.72291E+00    22
 12.81  0.72559E+00    23
 12.82  0.73038E+00    23
 12.83  0.73517E+00    23
 12.84  0.73997E+00    22
 12.85  0.74478E+00    22
 12.86  0.75171E+00    21
 12.87  0.75654E+00    20
 12.88  0.76136E+00    20
 12.89  0.76832E+00    20
 12.90  0.77104E+00    20
 12.91  0.77589E+00    19
 12.92  0.77862E+00    19
 12.93  0.78135E+00    19
 12.94  0.78196E+00    19
 12.95  0.78469E+00    19
 12.96  0.78530E+00    19
 12.97  0.78377E+00    20
 12.98  0.78437E+00    20
 12.99  0.78498E+00    20
 13.00  0.78558E+00    20
 13.01  0.78619E+00    21
 13.02  0.78679E+00    21
 13.03  0.78954E+00    22
 13.04  0.79229E+00    22
 13.05  0.79505E+00    23
 13.06  0.79781E+00    23
 13.07  0.80273E+00    23
 13.08  0.80980E+00    23
 13.09  0.81473E+00    23
 13.10  0.82182E+00    23
 13.11  0.82893E+00    22
 13.12  0.83604E+00    22
 13.13  0.84316E+00    22
 13.14  0.84813E+00    22
 13.15  0.85527E+00    22
 13.16  0.86243E+00    22
 13.17  0.86742E+00    22
 13.18  0.87242E+00    23
 13.19  0.87742E+00    23
 13.20  0.88243E+00    23
 13.21  0.88745E+00    24
 13.22  0.89030E+00    24
 13.23  0.89315E+00    24
 13.24  0.89601E+00    24
 13.25  0.89887E+00    24
 13.26  0.90173E+00    24
 13.27  0.90459E+00    24
 13.28  0.90528E+00    24
 13.29  0.90596E+00    24
 13.30  0.90664E+00    24
 13.31  0.90732E+00    24
 13.32  0.90581E+00    24
 13.33  0.90429E+00    24
 13.34  0.90058E+00    24
 13.35  0.89906E+00    24
 13.36  0.89753E+00    24
 13.37  0.89380E+00    25
 13.38  0.89226E+00    25
 13.39  0.89073E+00    25
 13.40  0.88919E+00    25
 13.41  0.88985E+00    25
 13.42  0.89051E+00    25
 13.43  0.89118E+00    24
 13.44  0.89184E+00    24
 13.45  0.89472E+00    24
 13.46  0.89538E+00    24
 13.47  0.89827E+00    24
 13.48  0.89893E+00    24
 13.49  0.90182E+00    24
 13.50  0.90249E+00    24
 13.51  0.90316E+00    25
 13.52  0.90383E+00    25
 13.53  0.90450E+00    25
 13.54  0.90516E+00    26
 13.55  0.90583E+00    26
 13.56  0.90650E+00    26
 13.57  0.90940E+00    26
 13.58  0.91007E+00    26
 13.59  0.91298E+00    25
 13.60  0.91365E+00    25
 13.61  0.91657E+00    24
 13.62  0.91724E+00    24
 13.63  0.92016E+00    24
 13.64  0.92083E+00    24
 13.65  0.92151E+00    24
 13.66  0.91993E+00    24
 13.67  0.92061E+00    24
 13.68  0.91903E+00    25
 13.69  0.91745E+00    25
 13.70  0.91586E+00    25
 13.71  0.91427E+00    26
 13.72  0.91268E+00    26
 13.73  0.91108E+00    26
 13.74  0.90948E+00    26
 13.75  0.90788E+00    26
 13.76  0.90854E+00    26
 13.77  0.90920E+00    26
 13.78  0.90986E+00    27
 13.79  0.91052E+00    27
 13.80  0.91346E+00    28
 13.81  0.91412E+00    28
 13.82  0.91706E+00    29
 13.83  0.92000E+00    28
 13.84  0.92066E+00    28
 13.85  0.92133E+00    28
 13.86  0.92427E+00    28
 13.87  0.92494E+00    28
 13.88  0.92561E+00    28
 13.89  0.92627E+00    28
 13.90  0.92694E+00    29
 13.91  0.92990E+00    29
 13.92  0.93057E+00    30
 13.93  0.93124E+00    31
 13.94  0.93420E+00    31
 13.95  0.93717E+00    32
 13.96  0.94014E+00    32
 13.97  0.94311E+00    32
 13.98  0.94609E+00    32
 13.99  0.94907E+00    32
 14.00  0.95436E+00    33
 14.01  0.95735E+00    33
 14.02  0.96034E+00    33
 14.03  0.96333E+00    34
 14.04  0.96633E+00    34
 14.05  0.96702E+00    35
 14.06  0.97002E+00    35
 14.07  0.97071E+00    35
 14.08  0.96908E+00    35
 14.09  0.96977E+00    35
 14.10  0.96814E+00    34
 14.11  0.96883E+00    34
 14.12  0.96719E+00    32
 14.13  0.96555E+00    31
 14.14  0.96623E+00    30
 14.15  0.96691E+00    29
 14.16  0.96526E+00    28
 14.17  0.96828E+00    27
 14.18  0.96896E+00    27
 14.19  0.97198E+00    26
 14.20  0.97267E+00    26
 14.21  0.97569E+00    26
 14.22  0.97872E+00    26
 14.23  0.97941E+00    26
 14.24  0.98244E+00    26
 14.25  0.98313E+00    26
 14.26  0.98382E+00    27
 14.27  0.98216E+00    27
 14.28  0.98050E+00    28
 14.29  0.98118E+00    29
 14.30  0.97952E+00    29
 14.31  0.97785E+00    30
 14.32  0.97853E+00    30
 14.33  0.97685E+00    30
 14.34  0.97753E+00    30
 14.35  0.97822E+00    30
 14.36  0.98126E+00    30
 14.37  0.98195E+00    29
 14.38  0.98500E+00    29
 14.39  0.98805E+00    28
 14.40  0.99111E+00    28
 14.41  0.99180E+00    27
 14.42  0.99486E+00    27
 14.43  0.99793E+00    27
 14.44  0.99862E+00    27
 14.45  0.99931E+00    27
 14.46  0.10000E+01    27
 14.47  0.99831E+00    27
 14.48  0.99661E+00    28
 14.49  0.99492E+00    28
 14.50  0.99322E+00    29
 14.51  0.99151E+00    29
 14.52  0.98980E+00    29
 14.53  0.98809E+00    29
 14.54  0.98638E+00    29
 14.55  0.98466E+00    28
 14.56  0.98294E+00    28
 14.57  0.98122E+00    28
 14.58  0.97949E+00    27
 14.59  0.97776E+00    27
 14.60  0.97603E+00    27
 14.61  0.97429E+00    26
 14.62  0.97255E+00    26
 14.63  0.97080E+00    26
 14.64  0.96906E+00    26
 14.65  0.96731E+00    25
 14.66  0.96555E+00    25
 14.67  0.96380E+00    26
 14.68  0.96204E+00    26
 14.69  0.96269E+00    26
 14.70  0.96093E+00    26
 14.71  0.96158E+00    27
 14.72  0.95981E+00    28
 14.73  0.96046E+00    28
 14.74  0.95869E+00    29
 14.75  0.95934E+00    29
 14.76  0.95999E+00    30
 14.77  0.95821E+00    30
 14.78  0.95642E+00    29
 14.79  0.95463E+00    29
 14.80  0.95284E+00    29
 14.81  0.95349E+00    28
 14.82  0.94925E+00    28
 14.83  0.94745E+00    28
 14.84  0.94564E+00    27
 14.85  0.94384E+00    27
 14.86  0.94202E+00    27
 14.87  0.94021E+00    27
 14.88  0.93839E+00    27
 14.89  0.93657E+00    27
 14.90  0.93475E+00    27
 14.91  0.93292E+00    27
 14.92  0.93109E+00    27
 14.93  0.92679E+00    27
 14.94  0.92496E+00    27
 14.95  0.92311E+00    27
 14.96  0.91880E+00    28
 14.97  0.91695E+00    28
 14.98  0.91510E+00    29
 14.99  0.91077E+00    30
 15.00  0.90891E+00    30
 15.01  0.90705E+00    30
 15.02  0.90518E+00    30
 15.03  0.90330E+00    30
 15.04  0.90143E+00    30
 15.05  0.89955E+00    30
 15.06  0.89767E+00    30
 15.07  0.89578E+00    29
 15.08  0.89389E+00    29
 15.09  0.89200E+00    28
 15.10  0.88762E+00    28
 15.11  0.88572E+00    28
 15.12  0.88382E+00    28
 15.13  0.87942E+00    28
 15.14  0.87501E+00    28
 15.15  0.87060E+00    28
 15.16  0.86619E+00    27
 15.17  0.85926E+00    27
 15.18  0.85233E+00    27
 15.19  0.84539E+00    28
 15.20  0.83844E+00    28
 15.21  0.83148E+00    28
 15.22  0.82200E+00    29
 15.23  0.81502E+00    29
 15.24  0.80551E+00    30
 15.25  0.79851E+00    31
 15.26  0.79149E+00    31
 15.27  0.78196E+00    31
 15.28  0.77492E+00    32
 15.29  0.76787E+00    32
 15.30  0.76082E+00    32
 15.31  0.75375E+00    31
 15.32  0.74920E+00    31
 15.33  0.74212E+00    31
 15.34  0.73502E+00    30
 15.35  0.72792E+00    30
 15.36  0.72081E+00    30
 15.37  0.71368E+00    30
 15.38  0.70680E+00    29
 15.39  0.69966E+00    29
 15.40  0.69251E+00    29
 15.41  0.68535E+00    28
 15.42  0.67817E+00    28
 15.43  0.67328E+00    28
 15.44  0.66609E+00    28
 15.45  0.66143E+00    27
 15.46  0.65931E+00    27
 15.47  0.65465E+00    27
 15.48  0.65252E+00    27
 15.49  0.65039E+00    27
 15.50  0.64826E+00    28
 15.51  0.64868E+00    28
 15.52  0.64909E+00    28
 15.53  0.64696E+00    28
 15.54  0.64737E+00    28
 15.55  0.64779E+00    28
 15.56  0.64821E+00    27
 15.57  0.64862E+00    27
 15.58  0.65160E+00    27
 15.59  0.65202E+00    27
 15.60  0.65244E+00    28
 15.61  0.65286E+00    28
 15.62  0.65585E+00    28
 15.63  0.65627E+00    29
 15.64  0.65926E+00    30
 15.65  0.65969E+00    30
 15.66  0.66269E+00    31
 15.67  0.66311E+00    32
 15.68  0.66611E+00    32
 15.69  0.66654E+00    33
 15.70  0.66696E+00    33
 15.71  0.66997E+00    33
 15.72  0.67040E+00    32
 15.73  0.67083E+00    32
 15.74  0.67125E+00    31
 15.75  0.66909E+00    31
 15.76  0.66951E+00    30
 15.77  0.66994E+00    30
 15.78  0.66776E+00    29
 15.79  0.66819E+00    29
 15.80  0.66601E+00    29
 15.81  0.66383E+00    29
 15.82  0.66425E+00    29
 15.83  0.66206E+00    29
 15.84  0.65987E+00    29
 15.85  0.65768E+00    29
 15.86  0.65287E+00    29
 15.87  0.65067E+00    29
 15.88  0.64846E+00    29
 15.89  0.64364E+00    29
 15.90  0.64142E+00    30
 15.91  0.63659E+00    30
 15.92  0.63175E+00    31
 15.93  0.62952E+00    31
 15.94  0.62467E+00    32
 15.95  0.61981E+00    32
 15.96  0.61757E+00    32
 15.97  0.61269E+00    32
 15.98  0.61045E+00    32
 15.99  0.60820E+00    32
 16.00  0.60594E+00    32
 16.01  0.60368E+00    31
 16.02  0.60142E+00    31
 16.03  0.59916E+00    30
 16.04  0.59953E+00    30
 16.05  0.59726E+00    29
 16.06  0.59764E+00    29
 16.07  0.59801E+00    29
 16.08  0.59838E+00    29
 16.09  0.59875E+00    29
 16.10  0.59647E+00    29
 16.11  0.59684E+00    30
 16.12  0.59721E+00    30
 16.13  0.59493E+00    30
 16.14  0.59530E+00    30
 16.15  0.59567E+00    30
 16.16  0.59337E+00    30
 16.17  0.59108E+00    30
 16.18  0.59144E+00    30
 16.19  0.58914E+00    31
 16.20  0.58684E+00    31
 16.21  0.58453E+00    31
 16.22  0.58222E+00    32
 16.23  0.57991E+00    32
