Name,agn_frac,agn_frac_16,agn_frac_84,alpha,alpha_16,alpha_84,lir_bb,lir_bb_16,lir_bb_84,lir_powlaw,lir_powlaw_16,lir_powlaw_84,lir_total,lir_total_16,lir_total_84,mdust,mdust_16,mdust_84,norm_pow,norm_pow_16,norm_pow_84,tdust,tdust_16,tdust_84,wturn,wturn_16,wturn_84
2MASXJ18570768-7828212,0.724089958663,0.572900688522,0.737171802018,1.41635054524,1.08315075165,1.79903236834,10.0845404299,10.0700482827,10.2257753755,10.6680217961,10.5393890571,10.6859164786,10.7687116603,10.7048384323,10.7856507017,7.42337770335,7.24356374036,7.60384604991,-0.166590589494,-0.317201510814,-0.059236277104,23.8259056836,21.2838890288,26.8085994796,51.7977497039,40.9090987607,65.7993064509
2MASXJ19373299-0613046,0.240292677633,0.229805578975,0.35856292907,1.96987982874,1.35623016723,2.71702696155,10.0776905763,10.0302506909,10.0833448632,9.95567310005,9.93329622345,10.0723084835,10.3219830005,10.3050733999,10.3618188642,7.12017776087,7.08993757459,7.15224989153,0.387399488771,0.246944842389,0.516867937521,26.6954975422,26.1629448319,27.1083463434,32.151544538,22.4428765208,44.3442498887
2MASXJ19380437-5109497,0.613644312434,0.589324311267,0.662859879968,1.36058232435,1.06658450382,1.74314477499,9.66365777623,9.5938641177,9.68341689939,10.0530101936,10.0111307746,10.0884791241,10.2016092029,10.1624854054,10.2231604916,7.79214577984,7.63584074826,7.92192493254,-0.741978199256,-0.857618569939,-0.640294057304,17.5980259947,16.4529371021,19.0077867743,55.2491314623,45.369702301,68.499964739
2MASXJ20005575-1810274,0.79743116288,0.729759187007,0.866353457923,1.21021641755,0.91304587762,1.63607436338,10.2994913275,10.1220606234,10.3988096596,11.0462908565,10.9805602685,11.0870254993,11.1178574291,11.0637961062,11.1453197862,7.4804044462,7.32378200586,7.63899045991,0.252916284634,0.118973412002,0.359614249368,25.3144367817,22.5064299237,28.3677468625,53.3825304535,41.1036967829,70.7426684746
2MASXJ20101740+4800214,0.216155371969,0.166960276265,0.463160048318,1.69994276596,1.29362556275,2.19735911013,9.66316671633,9.53633960892,9.68135394323,9.50889549998,9.44558342289,9.70486311133,9.89387546663,9.86916608379,9.93530598861,6.9735390715,6.88546126005,7.08838991658,-0.822399095479,-1.02434474262,-0.58620688927,24.0875816634,22.420724931,25.0509937517,46.9891434005,30.4961873491,63.9251277679
2MASXJ21090996-0940147,0.910174393655,0.892519053909,0.93784511542,1.21209795043,0.921763424264,1.59572733707,9.30473110178,9.15708629707,9.37108021849,10.4459794326,10.4119746393,10.4824936387,10.4762696809,10.4433407597,10.5089437685,7.3557356281,7.21865999656,7.49100044467,-0.0334908690438,-0.134062092913,0.0706512248997,18.1290050202,16.6691393359,19.7154759041,56.8486146964,47.5606491485,70.1184890167
2MASXJ21355399+4728217,0.55134019419,0.449110736819,0.692584451781,1.57685030215,1.25461138606,1.994781715,9.9426469286,9.79211863919,10.0152090726,10.2375127964,10.1752903151,10.3189831454,10.4156685012,10.3931286379,10.4415593718,7.35167984442,7.20397749204,7.54185579961,-0.0851714511664,-0.266355859429,0.0566494971086,23.192691147,20.6127728154,25.2299693126,51.1138154732,37.618460066,65.6253748072
2MASXJ23272195+1524375,0.883686020422,0.850071879432,0.902110202317,1.17314572198,1.07677150626,1.30417717449,9.34908640652,9.3003635787,9.49589259165,10.3687519762,10.3614084465,10.4168423203,10.4083932281,10.4064559747,10.4579086581,9.16208847668,8.88097064445,9.46019033999,-0.389024725645,-0.456757552196,-0.323542367981,9.23036996063,7.94967930567,10.7086373774,131.945023785,108.99053648,148.898765796
2MFGC02280,-0.024964597717,-0.0465518640572,0.0969818848051,1.70308400434,1.23777628077,2.3447137443,10.0398399402,10.0020540427,10.0595265527,9.5182014152,9.48966615254,9.68881812523,10.1540698117,10.1515937993,10.1864364867,7.04294052885,6.997955742,7.08952215781,-0.369663284292,-0.548726291676,-0.124139548021,27.1020506145,26.3561625063,27.6500093666,43.7318950417,27.0316226678,67.0526877288
3C111.0,0.766757036961,0.746861473514,0.776167792213,1.05303349438,0.948563935034,1.17557626994,10.0822404139,10.0637283017,10.0988201521,10.7558602271,10.7125275727,10.779813431,10.8393706006,10.8027491246,10.859632352,9.98410565129,9.95977096674,9.99583375935,-0.190599948767,-0.227952941401,-0.152282279756,8.92260350245,8.84507524496,9.02081619481,103.99918212,89.9649198237,115.960845351
3C120,0.968787422108,0.963193170379,0.972654316357,1.2585172486,1.16720124349,1.34551178333,9.42497597726,9.37973319959,9.50063034091,11.0452975996,11.0330186085,11.0725033555,11.0555850747,11.044350516,11.0827878757,9.80005293758,9.6498696331,9.91909267044,0.629119874652,0.600906589643,0.655983585705,7.45264072294,7.04294738275,8.01626340176,132.761238273,126.908705711,138.349905517
6dFJ0626586-370559,0.46208181707,0.370609759521,0.546167711665,1.2980897586,1.01221256349,1.68174270551,10.033277215,9.96392344106,10.0834269381,10.2031548491,10.1291665944,10.2599479219,10.4274997269,10.3985434705,10.4451308909,7.59244814334,7.51667977128,7.67468991075,-0.574791612609,-0.752339053057,-0.447231145137,21.894284137,20.6822308637,23.0957636082,56.7313543293,42.9495681159,73.7057306317
Ark120,0.583750692698,0.547017371791,0.663787008286,0.830886792912,0.484234808365,1.18379392978,10.3831081615,10.3105554767,10.411360317,10.7261637666,10.6883427812,10.7942212411,10.8886933743,10.8659164537,10.9240847064,7.77279731673,7.69994087378,7.87341503288,-0.107980994661,-0.296114046259,0.0428774654519,23.3654858815,21.8177802549,24.4991662552,55.8742834286,40.1740698657,71.8517756683
ARK241,0.845837195733,0.779435194872,0.886174687185,1.20671579239,0.903887587231,1.57641709416,9.40287559076,9.27658445363,9.55231338481,10.2864726055,10.2385090009,10.3260723244,10.3398347257,10.3038507947,10.376447819,8.05786301681,7.79901765578,8.31118097218,-0.587116518411,-0.69914645819,-0.479863909663,14.3800427524,12.456381309,16.7596054123,54.9986735111,46.2938983257,67.7680420694
ARK347,0.688630916072,0.647505701341,0.755799447459,1.49022991995,1.13822158255,1.9201977766,9.61661404773,9.52453246278,9.64560138206,10.1327742623,10.0837479496,10.1800624772,10.2482772954,10.2082811151,10.2766384578,7.15143532545,7.07333144805,7.22598138004,-0.11929414733,-0.22144639204,-0.016497767198,22.0998106955,20.9830865218,23.2951783737,51.8467885722,42.919462145,65.8815333645
ARP102B,0.821973874273,0.756182929258,0.921291948577,1.50850426356,1.16032936943,1.9811554495,8.95546796131,8.59819155175,9.11395720792,9.76768170343,9.74749516902,9.81536458472,9.82992295725,9.80681729654,9.86717142822,6.48205183873,6.24219039526,7.03649898792,-0.557736358495,-0.702476098861,-0.451476991601,22.1697756736,15.2862588347,26.7571718703,49.1985709072,35.6867256507,62.240412965
CenA,-0.269389626826,-0.271422155748,-0.239344859991,1.50238822527,1.06929410171,1.98571024641,10.0097109552,9.99493715199,10.0198911648,8.71191381682,8.69742428968,8.88710577314,10.0310547468,10.0214542941,10.0450837571,7.27016686961,7.24748155773,7.29274961656,1.31876079045,1.13602790742,1.56267682098,24.5534203831,24.2832482202,24.7998978761,48.0451730718,31.8189368887,66.970605192
CGCG102-048,0.562254760674,0.51764645806,0.622352865678,1.63697714873,1.38531554324,1.9753435888,9.11621370138,9.02071286093,9.14978234102,9.42710058115,9.36789437613,9.44551769533,9.59993100635,9.54650059585,9.60668380641,8.1364783812,7.96676803158,8.29250574929,-0.876318429444,-0.954574790506,-0.803467758114,12.501083082,11.5329439743,13.5469957709,64.2825352073,53.4073672534,77.7062826904
CGCG122-055,0.643398657903,0.64547503042,0.830457845864,1.97165284775,1.5451809311,2.54947378708,9.73711833778,9.37822996322,9.71838394136,10.174710777,10.1478890102,10.233216641,10.309874101,10.2601111871,10.3070034302,6.90311841956,6.79982394702,7.04068263652,0.0816097636079,-0.0522202959086,0.187286581745,25.4597202192,22.7866649242,27.6392964513,47.6634243194,36.9769850517,73.9868470832
CGCG229-015,0.632178858557,0.570966857315,0.686675274673,1.8340665012,1.41057663502,2.31091181102,9.4863161112,9.43754729077,9.5624132948,9.90543718557,9.86401328292,9.96672954659,10.04561816,10.0228598152,10.0880308341,7.21070256577,7.11424426001,7.30164323066,-0.460711635176,-0.573235670358,-0.361733045685,20.5493753544,19.3647339979,21.8868886028,47.3377186348,39.5110972477,60.230061527
CGCG300-062,0.503148590768,0.451244532137,0.554313875356,1.63452741973,1.37221793554,1.9832072387,9.61085030178,9.55474274605,9.64931682866,9.83708033636,9.79323754831,9.86565917339,10.0395625124,10.0086651339,10.0535993979,7.70762822936,7.57922967514,7.83025972537,-0.66752454202,-0.75594223252,-0.601673317686,17.8134200226,16.7578260209,19.0487472422,59.5115828084,49.5754972641,72.4332126728
CGCG312-012,0.328294558916,0.233463239291,0.392067251468,1.21946980902,0.811843640085,1.6662497726,9.30810824697,9.27334413556,9.35646133849,9.30154318618,9.21532509791,9.3672149115,9.60586811731,9.57604095384,9.63541107332,6.82142992553,6.75955213147,6.90060884214,-1.17923055778,-1.36124343406,-1.00364227417,22.2828850776,21.1062683406,23.010300399,48.4764797759,32.7606968179,66.411929326
CGCG319-007,0.310194397049,0.28238908683,0.435997135624,1.75651519177,1.19558928328,2.51347250406,10.4345629129,10.3653037724,10.4469159348,10.4044034612,10.3749994746,10.5193697964,10.7207749319,10.7076667176,10.7550891836,7.71474785137,7.67621200886,7.76121866357,-0.478142508527,-0.614351256645,-0.32928946508,24.3682343397,23.4706884621,24.8928101862,34.4563265376,22.3778902946,49.1107693969
CGCG341-006,0.491623495823,0.25122399075,0.541361367834,2.08578075087,1.82277564675,2.5553674858,10.6699611844,10.6177396997,10.8294100472,10.8802069361,10.7158983947,10.9085026111,11.0887144506,11.0621644797,11.1043978052,7.636855196,7.54565672431,7.79184567132,0.180476802237,-0.0638298921261,0.379715475639,27.4812399123,23.6063002681,29.9610824535,55.4372750226,37.9648189505,77.5898301053
CGCG367-009,0.651703126522,0.591647018084,0.77344746426,1.57897113492,1.13063795496,2.13130577705,9.10017492112,8.97788156507,9.13694149659,9.55167765078,9.49451156977,9.67871361435,9.68316408174,9.64820983957,9.76251837921,6.908263891,6.58715580707,7.45442396281,-0.779599656027,-0.924694063062,-0.645399034193,19.8998863141,15.5999945444,22.9275042773,42.7709127271,29.6406491196,54.8969193589
CGCG420-015,0.778425695544,0.751106233902,0.829669522222,1.74128936294,1.23403476523,2.25332677939,10.0453705573,9.94475905114,10.0975286819,10.7458618278,10.7083064907,10.8181638191,10.8247898992,10.789559815,10.8825321088,7.37012394804,7.2396591388,7.49374808941,0.270603489931,0.127809575502,0.386959589099,23.9550204533,21.9972808336,26.3353434851,41.7455484743,33.9852309059,52.8762503322
CGCG468-002NED01,0.212894781754,0.130749706758,0.406327831206,2.10870899582,1.71443442068,2.60035451981,10.2617761608,10.1698783133,10.3154698833,10.1031174192,10.0331570016,10.2711730712,10.4906821057,10.4886853765,10.5398305173,7.26180739308,7.17185540885,7.41304513312,0.235423610967,-0.030501456168,0.52680095638,27.1339917663,24.4893638956,28.6133974999,50.0070398259,31.7939412736,70.3360040188
CGCG493-002,0.750304571632,0.716895431854,0.80084166032,1.42262715911,1.09395301191,1.88432609488,9.6710789207,9.56789058927,9.71775233317,10.3085525177,10.2616689925,10.3462220947,10.3986070663,10.356520301,10.4237023105,7.0446551781,6.95646942941,7.14015512963,-0.0484094851952,-0.167035354342,0.0503872856201,23.5104026401,21.9792333338,25.0531913282,53.1754290507,42.6915447864,69.2160538335
CGCG535-012,0.866487608387,0.826128966193,0.898174498411,1.41985692703,1.16036091032,1.74659619718,9.56001075827,9.43917852451,9.6855001336,10.5136056206,10.4804681451,10.5541878649,10.5594279194,10.5307111929,10.5994701545,8.43220863881,8.25005362375,8.61284194938,-0.392265225458,-0.461088603109,-0.318217568754,13.2310187864,11.8527835245,14.6296770867,60.2678487377,50.944221631,72.764782363
ESO005-G004,-0.0359270163315,-0.0813385395433,0.0126837944921,1.01669440237,0.638263073147,1.49685484026,9.99085897661,9.96970617557,10.0057559833,9.4488800061,9.36650174013,9.52420092562,10.1004685539,10.0894806069,10.1151882068,7.58285823285,7.55517007639,7.61160373309,0.313018798667,0.148819813959,0.507519096895,21.6202161028,21.2694777219,21.8896520278,51.5507080388,32.5471984646,70.0585824365
ESO031-G008,0.577290341976,0.454858763064,0.643168852856,1.3407695199,1.04780942565,1.70364155554,9.34823815136,9.27308674215,9.48987184188,9.68153491805,9.63926950494,9.71657986503,9.84713471731,9.83601590565,9.88736836324,7.67421508963,7.4617965541,7.87729061429,-0.782776484531,-0.917865896126,-0.68662243213,16.3140503761,14.4863252808,18.5903202197,57.0311101071,46.0551005264,69.9132310139
ESO033-G002,0.762591057793,0.628419065581,0.82576291922,1.45815442042,1.12682951463,1.86272914204,9.59699036818,9.50012604262,9.78289094785,10.261273888,10.1916497163,10.3052553338,10.3464320318,10.3186077585,10.3816860979,7.07372651109,6.83814543731,7.34245315682,0.193583946426,0.0590339802046,0.28997759871,22.5979146324,19.3512330776,26.2047540524,52.9499944446,41.4625814215,67.1632727467
ESO103-035,0.803763506315,0.758372356639,0.885917610204,2.94496599907,2.25637089367,3.63614374758,9.746292968,9.60257035206,9.90351633677,10.5093106451,10.5301702605,10.652065702,10.5784519292,10.6134710448,10.697669284,5.9771459153,5.8772358026,6.10501198664,0.824653876603,0.640183548423,0.937441263937,36.4507934897,32.3552538788,40.3213762564,29.9562754029,24.2831670533,35.8862694669
ESO121-IG028,0.106773908819,0.106668472393,0.106703532458,1.73802105551,1.73789401887,1.73810363862,10.227377525,10.2274443751,10.227490223,9.91997463973,9.91988617245,9.91998366908,10.4013548612,10.4013704503,10.401433343,7.44086280033,7.44079520624,7.44097215731,-0.820680311476,-0.820781265448,-0.820609902156,24.9999946142,24.9999046184,25.0000559256,45.0000310669,44.9999002198,45.000097178
ESO137-34,0.142421909075,0.100900921579,0.215465518194,1.11957838088,0.713817065466,1.5500057068,9.98116325628,9.95616636853,10.0147283867,9.72527316151,9.6865143528,9.81217509712,10.1728283156,10.1678427329,10.2039254188,7.41971985654,7.36233956352,7.47808252017,0.117243506382,-0.0524723357763,0.303041407101,22.9314221742,22.2764539377,23.4652384028,49.7523122346,33.3798726824,66.8181818087
ESO139-G012,0.0711728712514,0.00710788124039,0.11297239885,1.19192449375,0.81350326347,1.73652906081,10.0307217676,10.0210689939,10.0563436932,9.66971206348,9.5796941804,9.72016541364,10.1877256126,10.173922647,10.2062095642,8.04729065704,8.00289779083,8.09951122022,-0.465449345892,-0.611603068794,-0.322067801527,18.3701063861,17.8798318562,18.7561784366,47.3195184913,32.0657769334,63.2065628931
ESO141-G055,0.479965776766,0.397446517735,0.546195628784,1.14277999014,0.734241950767,1.68439236116,10.5255610765,10.4851929033,10.5657010375,10.7197794482,10.6388791297,10.770534025,10.9344678878,10.8920399275,10.9591888871,7.90320923993,7.84060524811,7.98958642409,-0.142042394379,-0.299331505079,-0.0140966362793,23.4736959021,22.2349605745,24.2648777036,42.705035663,28.6629084494,57.8691428428
