Name,alpha,alpha_16,alpha_84,lir_bb,lir_bb_16,lir_bb_84,lir_powlaw,lir_powlaw_16,lir_powlaw_84,lir_total,lir_total_16,lir_total_84,mdust,mdust_16,mdust_84,norm_pow,norm_pow_16,norm_pow_84,tdust,tdust_16,tdust_84,wturn,wturn_16,wturn_84
127,-0.149590181,-0.332038766,0.119844074,9.405513679,9.385542035,9.428203688,8.858416599,8.841122761,8.876459359,9.513986853,9.49920106,9.532351149,7.109672488,7.089611073,7.129186319,-0.878507112,-1.029440889,-0.69816211,20.70948852,20.43723446,20.98979775,48.88140274,33.1166442,66.78360272
128,0.012992777,-0.739219545,0.869923313,8.665832301,8.64873571,8.697105567,8.184272864,8.12495059,8.217951875,8.789665737,8.768901493,8.814853984,6.733063882,6.689517103,6.77574425,-1.425345797,-1.917373467,-1.099212811,18.01649201,17.55405286,18.47381571,37.70808484,20.95410226,58.15485302
129,-0.680657669,-1.115967453,-0.261964735,8.421345628,8.35677758,8.472843279,8.154642558,8.121664562,8.165001797,8.609183259,8.563622511,8.642029851,5.499222374,5.457407256,5.547407082,-1.599972788,-1.971861471,-1.281993237,26.33540778,25.25141115,27.33905348,46.65479629,30.48326257,66.02108809
12,0.568828225,-0.048127498,1.054176554,8.356110956,8.317927503,8.393517966,7.71818563,7.639396015,7.784447528,8.446080944,8.41261758,8.4789672,5.684202431,5.635147122,5.732690459,-1.531283855,-1.903413841,-1.304425561,23.92435524,23.19218113,24.6620237,49.63342779,32.61310653,67.85060393
130,-0.267285316,-0.663204519,0.201374674,8.802770664,8.770334189,8.826737642,8.23233573,8.192966926,8.271170374,8.906192607,8.876308876,8.926038771,6.489203901,6.439058276,6.541918801,-1.292781807,-1.578738715,-1.012987744,20.85082238,20.11551977,21.53555792,46.22003664,28.50233192,66.13437119
132,0.489175552,-0.081655358,0.991246762,8.853308469,8.807856741,8.907166789,8.279246105,8.220081464,8.365556681,8.955964264,8.917803595,8.999617927,6.482823356,6.410221681,6.552733758,-1.134334207,-1.480299627,-0.908304159,21.31121638,20.31872353,22.34992826,48.42162315,31.83186944,67.64169943
133,-0.276152179,-1.087802605,0.378602677,8.53026766,8.490269915,8.573972997,8.114819955,8.048019717,8.163541161,8.671465099,8.639010468,8.704106917,7.222890343,7.147777312,7.291361561,-1.46506715,-2.018158015,-1.089856902,14.17401203,13.59544508,14.83104513,47.22508231,30.94804085,65.72670235
134,0.876384025,0.554393338,1.200357801,9.016531671,8.956385602,9.050276311,8.537885713,8.476089962,8.617419227,9.141089733,9.102033591,9.175788692,6.662953127,6.612892517,6.715377318,-0.706078499,-0.876190936,-0.560821354,21.17341265,20.46734894,21.87652446,47.68825282,33.40521267,65.06239857
136,-0.309830814,-0.785048791,0.163541803,9.255267766,9.241476865,9.272508615,8.45171652,8.419690446,8.458489922,9.318675677,9.304423917,9.331951025,6.707764681,6.685784404,6.731497498,-1.354890674,-1.705876189,-1.061888293,22.80908321,22.4532249,23.15929841,45.56883857,29.31970071,63.5791124
138,-0.895427786,-1.181651371,-0.532832331,8.540070647,8.483954596,8.59956347,8.544258483,8.544990287,8.57001402,8.843199609,8.821633706,8.88446709,5.177583101,5.142405351,5.214751037,-1.31590462,-1.615920321,-0.956405067,31.18397897,30.17757757,32.17310766,45.00030735,29.83524158,62.50651798
13,0.093516884,-0.005948402,0.243581063,10.01457284,9.99936844,10.04107899,9.533815938,9.52230424,9.544767726,10.13860551,10.12496295,10.16019193,7.533500912,7.516342578,7.549857535,-0.058622248,-0.132367335,0.027296936,22.23499951,21.93586582,22.54069123,50.79296032,38.55208431,67.47280122
140,-0.628523428,-0.628637549,-0.628425941,9.382286204,9.382188283,9.382203073,8.404413477,8.404529098,8.404533457,9.425737698,9.425660112,9.425673909,6.595770227,6.59567274,6.595838402,-1.307159074,-1.307258256,-1.307040803,25.00000663,24.99991548,25.00009282,44.99997863,44.99987758,45.00008653
141,-0.264054768,-0.807619967,0.201879996,9.413782251,9.391902625,9.431041608,8.876680091,8.814650507,8.902951408,9.524484379,9.500294371,9.537274526,7.363964768,7.332016167,7.393957903,-0.906131738,-1.28535669,-0.621962409,18.84400857,18.48503848,19.19777164,45.62396672,28.94260725,64.21928349
142,1.53574003,1.405155476,1.751634661,9.56643888,9.553524336,9.586593211,9.317102995,9.281953906,9.348502978,9.760453956,9.750679671,9.779579049,6.732516746,6.71049319,6.756133075,0.571596158,0.488942806,0.678457487,25.45896028,24.96904217,25.91213875,46.71309351,34.55143867,63.82648236
143,-0.010136233,-0.242861771,0.297607541,9.509859059,9.502489236,9.539067579,8.975506887,8.939559031,8.995705924,9.621181473,9.613138913,9.643147989,7.296962981,7.275484462,7.320006856,-0.690677774,-0.855009767,-0.514769191,20.06076409,19.75179384,20.36154265,50.12471215,33.51785744,68.62709355
144,1.574576409,1.469286284,1.73223563,9.740259085,9.728112271,9.755803444,9.718969589,9.608977308,9.703382585,10.03077477,9.988441513,10.02306991,7.055742165,7.031909326,7.078466725,0.984648889,0.913482588,1.069398631,24.04038828,23.6049509,24.45630677,46.56398514,36.7089372,58.0338684
145,0.098201028,-0.421706584,0.566533613,9.089843199,9.084151039,9.148637979,8.520428276,8.476547507,8.590999718,9.193481489,9.192474041,9.243337686,6.903164889,6.854638136,6.954653896,-1.084802761,-1.430593338,-0.838239976,19.85997222,19.16913973,20.51348847,48.41641085,32.43857859,67.83195457
146,-0.115241808,-0.471047179,0.262922018,9.098651033,9.074016042,9.137855369,8.487468957,8.452090571,8.523855292,9.193751893,9.17154058,9.224950886,6.841463226,6.806337462,6.874768909,-1.2306426,-1.481013109,-1.006191432,20.40460373,19.95178753,20.87291921,48.78890422,32.31817664,67.35669327
147,-0.289928879,-0.799466984,0.19122634,8.852152621,8.821724023,8.888116678,8.302456923,8.222482848,8.334233006,8.960052788,8.928421266,8.989522083,6.89585091,6.856003027,6.937703063,-1.243798813,-1.604224108,-0.958526806,18.17989348,17.64876768,18.70683234,47.94878741,30.88156221,66.20012653
148,0.129485519,-0.291717054,0.51961689,9.039027549,9.006929756,9.079620582,8.491340681,8.449829586,8.552357533,9.147370437,9.125425568,9.182109541,7.097903316,7.054275128,7.140128039,-0.841896098,-1.118012543,-0.618844666,18.07434086,17.51650032,18.64457539,51.98327436,35.11972261,70.84536787
149,0.120982651,-0.018132557,0.355367036,9.783557198,9.767401556,9.795422664,9.264392737,9.243077331,9.277745441,9.898360517,9.884051377,9.908217746,7.38118768,7.369413627,7.39274811,-0.0670954,-0.165423915,0.051980992,21.5735498,21.37300436,21.78795501,48.63236178,33.94334629,66.55886131
151,0.187225733,-0.050931619,0.435530506,9.043666903,9.007569207,9.101919,8.571112742,8.52572239,8.582860702,9.169751923,9.14086273,9.205886249,6.656878467,6.604729265,6.710356623,-0.728663597,-0.886439856,-0.599709048,21.44495302,20.69333584,22.1633026,49.86729844,35.20411351,68.10429972
152,1.090187864,0.898837568,1.37777554,9.280378712,9.255417216,9.311171968,8.929832775,8.916787472,8.987018456,9.440583775,9.432466338,9.471534561,6.505715731,6.479730995,6.533622986,0.03260576,-0.034940711,0.107122575,24.88655331,24.39481747,25.36568404,47.41119329,32.79674993,64.94582752
153,-0.151878256,-0.406811446,0.230719312,9.009820209,8.973435302,9.037493947,8.52152572,8.497252824,8.548864322,9.13199247,9.103991087,9.153805033,6.691249769,6.650949488,6.732116469,-0.950107178,-1.144682552,-0.724680918,20.89089333,20.30715923,21.43932562,47.89460667,30.26226437,65.70234928
154,-0.179743964,-0.889940212,0.381688956,9.052021481,8.991710307,9.060008918,8.36786777,8.265937596,8.384583905,9.133707478,9.070634878,9.137989175,7.116048746,7.042734259,7.192693195,-1.377821365,-1.863441972,-1.059325211,18.03865414,17.19542231,18.87044546,47.12201716,29.0993936,65.9715773
156,1.234766097,1.094557112,1.4989458,9.730786191,9.712692004,9.741073619,9.409185733,9.380151708,9.474725112,9.900128311,9.887010711,9.920495393,7.014803483,6.994623177,7.034522585,0.550905836,0.516434883,0.612830102,24.33242443,23.96153264,24.72890823,44.06099568,31.31454353,58.99048951
157,0.123112745,-0.070143599,0.395697577,9.330821933,9.300122836,9.357307457,8.814284378,8.784454459,8.828398095,9.446236877,9.421705971,9.463584631,6.799476065,6.779993323,6.821143122,-0.513432444,-0.650363553,-0.378462669,22.66810566,22.30412624,22.99211974,47.35406751,32.84545437,66.02231844
159,0.857289586,0.720669253,1.053775785,9.568826607,9.522376772,9.586660336,9.089221977,9.017890733,9.090936811,9.69314583,9.644130635,9.697072543,6.709662756,6.680043268,6.739517804,-0.157082969,-0.20550809,-0.10642919,25.70676182,25.16537566,26.2449511,49.91012053,36.75269359,67.60691616
15,-0.172648625,-0.476837772,0.23250357,9.68516118,9.636510285,9.740972168,9.213865381,9.190178426,9.237025507,9.811563623,9.780440387,9.850283307,7.599821644,7.540035441,7.664356278,-0.340052295,-0.566276628,-0.093075684,19.10259105,18.23665877,19.94027518,46.62615997,29.66579876,64.97233389
160,-0.149154726,-0.466723207,0.367431794,9.424266249,9.382858017,9.456974601,8.908879619,8.844893299,8.936447225,9.539950058,9.503409905,9.556618938,7.203806406,7.170213763,7.239546303,-0.814339458,-1.031081181,-0.56089526,20.11906881,19.62945833,20.62039607,45.6554379,27.69128991,64.44042911
161,-0.474398088,-0.671516604,-0.177337684,8.823843334,8.81425662,8.839592583,8.603214153,8.594987226,8.62043749,9.028421056,9.022003367,9.041259597,6.465101379,6.454172476,6.476077776,-1.036751644,-1.234606236,-0.781014977,21.21540425,21.03464474,21.40313661,46.71134673,31.05055312,64.90673102
162,0.321371402,0.138371433,0.572926284,9.156487584,9.122081372,9.186009657,8.499859259,8.459459653,8.49999223,9.243018698,9.209963008,9.264554016,6.316771912,6.252123655,6.377867656,-0.732290621,-0.845012142,-0.624585254,25.51562416,24.78161458,26.35726436,49.93289234,34.67405447,66.72783894
163,-0.359419841,-0.619155542,0.008903143,9.569258419,9.544683069,9.595574333,8.913186819,8.889206211,8.939167319,9.655890159,9.634685287,9.676127554,7.159508517,7.123638565,7.195456841,-0.658412394,-0.871010505,-0.39583655,21.63473203,21.20993088,22.08766335,45.77520182,29.5583598,63.71568373
167,-0.475038197,-1.099349702,0.05411643,8.926441807,8.906066347,8.955724895,8.374091632,8.298662841,8.397739738,9.033759404,9.013222009,9.055337154,6.721756455,6.685690518,6.756525911,-1.538419456,-1.984567601,-1.199072721,19.99766372,19.57015723,20.40178645,48.15943992,31.47187454,66.16331048
168,0.555855561,-0.149299126,1.290735954,8.682423504,8.64788915,8.705185278,7.952911104,7.869664935,8.072253091,8.756661192,8.725828542,8.783074416,6.329663411,6.275387717,6.380924712,-1.430394145,-1.824970331,-1.176630747,21.16676422,20.55882053,21.81606599,47.5766992,29.85487793,66.78547375
169,-0.146506149,-0.624523021,0.373812005,8.957824845,8.930569725,9.013427099,8.429799462,8.375512033,8.446680486,9.070585914,9.047789331,9.109235574,6.697064446,6.645561706,6.747962853,-1.332870007,-1.67351952,-1.04875377,20.43259371,19.73097434,21.14034292,44.13207983,27.6242778,64.51714938
16,-0.005817631,-0.357159687,0.409993783,9.353704192,9.323088069,9.381219313,8.879601831,8.835348086,8.915002515,9.479399622,9.454913595,9.500502027,7.13879167,7.106364577,7.16956045,-0.562161989,-0.806976608,-0.347249329,20.07629114,19.66801876,20.51998089,46.99784902,29.90536295,66.6922315
170,-0.600505007,-1.311223185,-0.051789128,9.411006759,9.226866323,9.543352066,8.881675756,8.820865826,8.881380447,9.523469615,9.378698391,9.624543449,7.311115233,7.194699357,7.442622182,-0.83434743,-1.32719368,-0.462350173,19.20954499,17.12272004,21.1793694,47.49285383,30.46913893,65.06402923
171,0.139751024,-0.066952151,0.433953705,9.40041457,9.381919291,9.420635426,8.869860426,8.842707243,8.901583856,9.512598678,9.4988071,9.528830312,6.715932426,6.692743672,6.74030205,-0.711912574,-0.854506897,-0.568483816,24.04006747,23.65271228,24.41978044,47.27144084,32.18550252,65.86211414
172,-0.096186765,-0.284709008,0.148783008,9.127643211,9.094258883,9.176604333,8.548048774,8.532809036,8.577090671,9.229140267,9.205489549,9.267485371,6.584968064,6.538056016,6.629380057,-0.898004847,-1.047092241,-0.737639589,22.76686606,22.04739279,23.5137641,48.98243411,34.28901487,66.36645782
173,0.226183023,0.049144481,0.50089425,9.498330072,9.48112768,9.515215088,9.01759072,8.983854627,9.044537119,9.622367106,9.604175753,9.636051483,6.794865856,6.770370229,6.81890212,-0.260087055,-0.376156203,-0.137394056,24.21581675,23.80223837,24.61267619,48.13584234,32.59721805,66.56695298
174,-0.210376756,-0.419579751,0.053280262,9.048088677,9.029183076,9.06717018,8.648557791,8.630771558,8.668978169,9.193762771,9.17963049,9.20754688,6.186752306,6.171377872,6.202077141,-0.862255361,-1.039717421,-0.67258182,25.72820218,25.37506476,26.08967557,49.69001877,33.19581259,69.69134901
176,0.095403284,-0.253609678,0.540688804,9.266793788,9.233494606,9.293619544,8.656160816,8.605573551,8.691974931,9.36200269,9.330863271,9.386423914,6.783657618,6.755089815,6.811420725,-0.942984834,-1.163962725,-0.738506113,22.25261872,21.80445048,22.69346287,45.3267308,29.3217179,63.54512513
177,0.115009094,-0.07924232,0.456067836,9.130614723,9.114528316,9.156096784,8.595349656,8.57937341,8.618527009,9.241730887,9.229809129,9.262823435,6.545993658,6.524839418,6.567132874,-0.738183875,-0.867563276,-0.574917815,23.13628212,22.78375438,23.46172185,48.15497483,30.02161179,66.83719004
17,0.236378276,0.070312539,0.514798933,9.544519263,9.521486823,9.567941338,9.083950023,9.056383879,9.106906913,9.673655519,9.654713124,9.691153403,7.142284069,7.117165314,7.16744013,-0.25108918,-0.352972358,-0.134278585,21.57243788,21.17008482,21.99138212,46.96907715,31.98997973,64.55669813
180,-0.777920609,-1.1442959,-0.378762507,8.582533029,8.537235928,8.600687913,8.190019316,8.192909555,8.224993677,8.730218365,8.70427016,8.753980915,5.676295732,5.596612017,5.747324263,-1.619405631,-1.928264581,-1.272981615,26.17535157,25.19794793,27.2447397,46.60240987,31.03716745,63.9732685
182,0.199827107,-0.155863978,0.666044707,9.107466004,9.083058246,9.117953377,8.601378808,8.503234728,8.618733237,9.225342352,9.192611394,9.231333865,6.798343816,6.775888158,6.820593988,-0.690753364,-0.905420749,-0.492935595,20.81529339,20.47387418,21.15263607,49.02498295,31.06539305,67.00240165
183,-0.441924766,-0.442014499,-0.441842344,9.045013564,9.045027133,9.045041689,8.917928026,8.917919562,8.917995894,9.287132854,9.287145343,9.287169629,6.258496634,6.258394154,6.25858655,-0.69269531,-0.692781658,-0.692563921,25.00001577,24.99990735,25.00011463,44.99999515,44.99987459,45.00011924
184,2.518089788,2.33919995,2.777857291,8.898251814,8.839039021,8.948654031,8.800965402,8.695153126,8.881329424,9.153357071,9.128369512,9.179174964,5.915075915,5.842356735,5.992819152,0.253863552,0.094353142,0.436175051,26.95969671,25.58352872,28.15067475,42.46836808,33.09106666,54.56433105
185,-0.714496265,-1.215923667,-0.198657847,8.607956747,8.523005795,8.666419756,8.025601204,8.002301495,8.056438562,8.70887982,8.644014078,8.756530369,6.52392076,6.447000105,6.59711625,-1.730171369,-2.106692896,-1.369390409,19.09303938,18.14462069,20.04037405,44.65988039,27.94271257,63.40783682
186,-0.748629487,-1.124200926,-0.381512468,8.190675944,8.107853663,8.210225298,8.446989239,8.427027322,8.472407687,8.638503341,8.612617263,8.653577513,4.901986908,4.702100832,5.065069943,-1.428584622,-1.769960786,-1.123924458,30.31322064,27.91178992,33.56090027,46.55905936,31.37316266,63.65738553
188,-0.051528663,-0.196026528,0.091844214,9.124255166,9.082119545,9.173410753,8.583353575,8.573196202,8.596039024,9.23410529,9.199711758,9.271817584,6.9801848,6.945108126,7.01638054,-0.822295254,-0.914571132,-0.731341776,19.53793605,19.02680956,20.06219076,44.29963462,35.59036293,53.68455533
189,-0.134919441,-0.43044966,0.200924477,8.808581529,8.777906975,8.844617296,8.262549706,8.223596462,8.272118763,8.91729037,8.88771375,8.945651002,6.473209084,6.433716199,6.5144792,-1.203654613,-1.421333535,-0.991670884,21.02601351,20.4082916,21.65638919,48.81384048,32.61248788,67.76742185
18,0.041365832,-0.193915584,0.347957565,8.921415545,8.863469986,8.965336961,8.487592249,8.456477603,8.502694566,9.057590139,9.010359754,9.089159305,6.576288038,6.526303224,6.627134253,-1.139658752,-1.306445233,-0.97520222,21.10486372,20.34821082,21.88322374,47.0076897,31.3350952,64.80195921
190,-0.08053579,-0.202355239,0.152945791,10.38949689,10.37447636,10.41493928,9.844237072,9.834041203,9.864993682,10.4983768,10.48905855,10.52069775,7.996520138,7.977601278,8.014523458,0.406764972,0.294416737,0.55781692,21.4959355,21.20836328,21.7855685,48.91835305,34.0976721,67.25706833
192,-0.325181716,-0.810793599,0.230463836,8.111364157,8.065605713,8.138841485,7.598313105,7.524994062,7.633668859,8.227595257,8.181591106,8.252106505,5.777073314,5.714704302,5.840318541,-1.957511597,-2.310967006,-1.648251708,21.01728908,20.33906267,21.70012644,46.20170229,28.4961257,65.91022365
193,0.613155546,0.488674501,0.836141927,8.964204259,8.928931315,8.970843577,8.524524872,8.442715836,8.520753243,9.098810409,9.054142521,9.100093785,6.67985641,6.640360834,6.717830983,-0.568863835,-0.615540727,-0.520374472,20.61835973,20.129175,21.13663592,48.96044595,34.49049058,66.74121347
194,0.180986286,-0.157103163,0.560636412,9.987939111,9.960597199,10.00301284,9.511621446,9.465227363,9.535464475,10.11307888,10.08930946,10.12187395,8.042506665,8.023528854,8.061482026,0.212852519,-0.012079888,0.386779864,18.10424004,17.87275417,18.33576257,47.30165393,30.36623838,65.95879973
196,1.045735444,0.814981889,1.388464352,9.396906153,9.362137856,9.428218927,9.043789885,9.033965068,9.116544525,9.556319902,9.545446607,9.588724301,6.970751317,6.929529414,7.012894692,0.130756292,0.045181444,0.226867944,21.77134892,21.18726475,22.35490127,47.79023036,30.89000512,67.45509171
197,0.008548422,-0.207030285,0.394146706,9.144611051,9.121819973,9.171182899,8.612695481,8.584433449,8.632126186,9.25648561,9.23817971,9.277846948,6.8155127,6.789928849,6.841799112,-0.770831363,-0.925731843,-0.570210813,20.97545582,20.58150604,21.35756547,46.59220431,29.39491448,64.13987299
198,-0.602308519,-1.452061341,-0.025299993,8.559212245,8.549823678,8.628182732,8.13535021,8.085010785,8.151040454,8.698090511,8.682201359,8.747547676,6.872345876,6.802682907,6.944077105,-1.541247252,-2.124091558,-1.162130837,16.39462127,15.62918575,17.18156723,43.950269,28.82359295,62.59311237
199,0.264663726,-0.287661737,0.810696138,8.675355787,8.540529438,8.72796923,8.129910353,8.06518184,8.184922617,8.784194547,8.681754064,8.827136018,6.009244218,5.817960649,6.197471097,-1.128224503,-1.476355599,-0.895220799,23.87119493,21.10518703,27.23829451,47.66557342,30.48141887,66.1966887
19,0.242080266,-0.002876238,0.567869706,9.329258372,9.29206707,9.367803353,8.852053436,8.80784937,8.863927438,9.45417619,9.423271645,9.478466217,6.961167827,6.918459366,7.005892259,-0.689505469,-0.846219127,-0.540620049,21.29164409,20.64863521,21.9565613,46.86682211,30.84099329,64.80617086
1,-0.237833415,-0.60287748,0.185657759,8.361838061,8.328428586,8.431933205,7.850535724,7.804093866,7.876596765,8.478480411,8.447857565,8.526782237,5.89393481,5.814097639,5.974442763,-1.651158991,-1.924169655,-1.395480211,22.1229272,20.94289416,23.27851603,46.81084459,29.91886823,65.60579969
200,0.095222696,-0.011339142,0.279656974,9.697944752,9.680570901,9.719382794,8.96042819,8.950061809,8.979358975,9.770934501,9.755977427,9.789570006,6.970454091,6.956829039,6.983526307,-0.387585479,-0.46554222,-0.286489776,24.44011455,24.16849941,24.72078584,50.19285472,37.06347068,67.42411603
201,0.269448897,0.180063763,0.385918985,10.35525876,10.34198954,10.37778617,9.933436054,9.91725244,9.945328843,10.49469613,10.48300871,10.51237973,7.85019625,7.838976173,7.861857654,0.672858423,0.62244045,0.724242461,22.440634,22.20986835,22.65938793,52.95839897,41.83392666,68.45505841
203,1.457904746,1.36354314,1.600086548,9.591957488,9.576043045,9.614274232,9.290247151,9.191612845,9.335235147,9.767822085,9.73978187,9.784190081,7.013207662,6.989836966,7.039412599,0.629760264,0.465304928,0.753866678,23.08421561,22.5557219,23.57790744,69.50442596,44.47202733,86.88160637
204,0.275808905,0.067987729,0.574882728,10.08723969,10.0701029,10.10970337,9.66624482,9.633740004,9.681089569,10.22690456,10.20923921,10.2414315,7.880624284,7.851879431,7.909945808,0.412859501,0.284207783,0.539733413,20.01247855,19.65634201,20.3652108,48.32064719,31.91932577,66.29312061
205,1.0009958,0.879297623,1.280987412,10.17714175,10.17503086,10.20922462,9.895039138,9.858605629,9.932823234,10.35963423,10.35838101,10.38604751,7.641953068,7.620919572,7.661530032,0.992342279,0.948288301,1.0670482,22.70155638,22.3606417,23.08480516,56.42444699,34.70502407,79.31544684
206,1.02386392,0.691864267,1.400544375,8.900867127,8.8452945,8.973064409,8.452626651,8.400799625,8.523785201,9.0332081,8.991730357,9.097145176,6.357973506,6.299465386,6.417343602,-0.465642765,-0.610628031,-0.322771072,22.76877479,21.77138139,23.75328547,48.78047674,32.44645107,66.58964911
